mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
10	10	1/4	1/4	3/4	1	1	viio6/VI	a	i		viio6/VI		vii	o	6		VI			o	1	1	-2, -5, 1		1	-2
10	10	5/8	5/8	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
12	12	0	0	3/4	1	1	V43(42)	a	i		V43(42)		V		43	42				Mm7	1	1	2, -1, -4, 0		1	2
12	12	1/4	1/4	3/4	1	1	V43(4)	a	i		V43(4)		V		43	4				Mm7	1	1	2, -1, 1, 0		1	2
12	12	1/2	1/2	3/4	1	1	V43	a	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
13	13	0	0	3/4	1	1	i(6)	a	i		i(6)		i			6				m	1	1	0, -3, -4		0	0
13	13	1/4	1/4	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
14	14	0	0	3/4	1	1	V6(6)	a	i		V6(6)		V		6	6				M	1	1	5, -3, 1		1	5
14	14	1/4	1/4	3/4	1	1	V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
15	15	0	0	3/4	1	1	V43/VI	a	i		V43/VI		V		43		VI			Mm7	1	1	-2, -5, -3, 1		-3	-2
16	16	0	0	3/4	1	1	VI(b4+2)	a	i		VI(b4+2)		VI			b4+2				M	1	1	-4, -5, -3	-2	-4	-4
16	16	1/4	1/4	3/4	1	1	VI	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
17	17	0	0	3/4	1	1	V64/VI	a	i		V64/VI		V		64		VI			M	1	1	-2, -3, 1		-3	-2
18	18	0	0	3/4	1	1	viio6(+7)/VI	a	i		viio6(+7)/VI		vii	o	6	+7	VI			o	1	1	-2, -5, 1	-1	1	-2
18	18	1/4	1/4	3/4	1	1	viio6/VI	a	i		viio6/VI		vii	o	6		VI			o	1	1	-2, -5, 1		1	-2
19	19	0	0	3/4	1	1	iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
20	20	0	0	3/4	1	1	V6(6)/iv	a	i		V6(6)/iv		V		6	6	iv			M	1	1	4, -4, 0		0	4
20	20	1/4	1/4	3/4	1	1	V6/iv	a	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
20	20	5/8	5/8	3/4	1	1	i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
21	21	0	0	3/4	1	1	v(4)	a	i		v(4)		v			4				m	1	1	1, 0, 2		1	1
21	21	1/4	1/4	3/4	1	1	v	a	i		v		v							m	1	1	1, -2, 2		1	1
22	22	0	0	3/4	1	1	V6(+2)/V	a	i		V6(+2)/V		V		6	+2	V			M	1	1	6, 3, 2	4	2	6
22	22	1/4	1/4	3/4	1	1	V6/V	a	i		V6/V		V		6		V			M	1	1	6, 3, 2		2	6
22	22	1/2	1/2	3/4	1	1	#viio43	a	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
23	23	0	0	3/4	1	1	i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
24	24	0	0	3/4	1	1	V65	a	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
24	24	5/8	5/8	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
25	25	0	0	3/4	1	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
25	25	1/2	1/2	3/4	1	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
26	26	0	0	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
26	26	3/8	3/8	3/4	1	1	V7/iv	a	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
26	26	5/8	5/8	3/4	1	1	iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
28	28	0	0	3/4	1	1	V6(6)/iv	a	i		V6(6)/iv		V		6	6	iv			M	1	1	4, -4, 0		0	4
28	28	1/4	1/4	3/4	1	1	V6/iv	a	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
28	28	5/8	5/8	3/4	1	1	i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
29	29	0	0	3/4	1	1	v(4)	a	i		v(4)		v			4				m	1	1	1, 0, 2		1	1
29	29	1/4	1/4	3/4	1	1	v	a	i		v		v							m	1	1	1, -2, 2		1	1
30	30	0	0	3/4	1	1	V6(6)/V	a	i		V6(6)/V		V		6	6	V			M	1	1	6, 5, 2		2	6
30	30	1/4	1/4	3/4	1	1	V6/V	a	i		V6/V		V		6		V			M	1	1	6, 3, 2		2	6
30	30	5/8	5/8	3/4	1	1	#viio43	a	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
31	31	0	0	3/4	1	1	i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
32	32	0	0	3/4	1	1	V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
32	32	1/2	1/2	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
33	33	0	0	3/4	1	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
33	33	1/2	1/2	3/4	1	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
34	34	0	0	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
35	35	0	0	3/4	1	1	i(+6)	a	i		i(+6)		i			+6				m	1	1	0, -3, 1	-4	0	0
35	35	1/2	1/2	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
36	36	0	0	3/4	1	1	V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
37	37	0	0	3/4	1	1	V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
37	37	1/2	1/2	3/4	1	1	V65	a	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
38	38	0	0	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
39	39	0	0	3/4	1	1	i(+6)	a	i		i(+6)		i			+6				m	1	1	0, -3, 1	-4	0	0
39	39	1/2	1/2	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
40	40	0	0	3/4	1	1	V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
40	40	1/2	1/2	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
41	41	0	0	3/4	1	1	iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
41	41	1/4	1/4	3/4	1	1	V(64)	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
41	41	1/2	1/2	3/4	1	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
42	42	0	0	3/4	1	1	i\\	a	i		i		i						\\	m	1	1	0, -3, 1		0	0
42	42	1/8	1/8	3/4	1	1	.It6	a	i		It6	It	vii	o	6	b3	V			M	1	1	-4, 0, 6		6	-4
42	42	1/4	1/4	3/4	1	1	V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
42	42	3/8	3/8	3/4	1	1	.It6	a	i		It6	It	vii	o	6	b3	V			M	1	1	-4, 0, 6		6	-4
42	42	1/2	1/2	3/4	1	1	V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
42	42	5/8	5/8	3/4	1	1	i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
43	43	0	0	3/4	1	1	VIM7	a	i		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
44	44	0	0	3/4	1	1	V64	a	i		V64		V		64					M	1	1	2, 1, 5		1	2
44	44	1/8	1/8	3/4	1	1	.It6	a	i		It6	It	vii	o	6	b3	V			M	1	1	-4, 0, 6		6	-4
44	44	1/4	1/4	3/4	1	1	V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
44	44	3/8	3/8	3/4	1	1	.It6	a	i		It6	It	vii	o	6	b3	V			M	1	1	-4, 0, 6		6	-4
44	44	1/2	1/2	3/4	1	1	V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
45	45	0	0	3/4	1	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
46	46	0	0	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
46	46	1/8	1/8	3/4	1	1	.Ger6	a	i		Ger6	Ger	vii	o	65	b3	V			M	1	1	-4, 0, -3, 6		6	-4
46	46	1/4	1/4	3/4	1	1	V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
46	46	3/8	3/8	3/4	1	1	.Ger6	a	i		Ger6	Ger	vii	o	65	b3	V			M	1	1	-4, 0, -3, 6		6	-4
46	46	1/2	1/2	3/4	1	1	V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
46	46	5/8	5/8	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
47	47	0	0	3/4	1	1	V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
47	47	1/2	1/2	3/4	1	1	V65	a	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
47	47	5/8	5/8	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
48	48	0	0	3/4	1	1	VII.ii	a	VII		ii		ii							m	1	0	2, -1, 3		2	2
48	48	1/4	1/4	3/4	1	1	V7	a	VII		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
48	48	1/2	1/2	3/4	1	1	I	a	VII		I		I							M	1	0	0, 4, 1		0	0
49	49	0	0	3/4	1	1	IV	a	VII		IV		IV							M	1	0	-1, 3, 0		-1	-1
49	49	1/4	1/4	3/4	1	1	V(64)	a	VII		V(64)		V			64				M	1	0	1, 0, 4		1	1
49	49	1/2	1/2	3/4	1	1	V	a	VII		V		V							M	1	0	1, 5, 2		1	1
50	50	0	0	3/4	1	1	I\\	a	VII		I		I						\\	M	1	0	0, 4, 1		0	0
50	50	1/4	1/4	3/4	1	1	I	a	VII		I		I							M	1	0	0, 4, 1		0	0
51	51	1/4	1/4	3/4	1	1	@none	a	VII		@none		@none							m	1	0				
52	52	0	0	3/4	1	1	I	a	VII		I		I							M	1	0	0, 4, 1		0	0
52	52	1/2	1/2	3/4	1	1	I6	a	VII		I6		I		6					M	1	0	4, 1, 0		0	4
53	53	0	0	3/4	1	1	viio6	a	VII		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
54	54	0	0	3/4	1	1	I	a	VII		I		I							M	1	0	0, 4, 1		0	0
55	55	0	0	3/4	1	1	V6	a	VII		V6		V		6					M	1	0	5, 2, 1		1	5
55	55	5/8	5/8	3/4	1	1	#viio64/IV	a	VII		#viio64/IV		#vii	o	64		IV			o	1	0	5, 11, 8		11	5
56	56	0	0	3/4	1	1	IV6	a	VII		IV6		IV		6					M	1	0	3, 0, -1		-1	3
56	56	1/4	1/4	3/4	1	1	vii%2	a	VII		vii%2		vii	%	2					%7	1	0	3, 5, 4, 11		5	3
56	56	1/2	1/2	3/4	1	1	V43	a	VII		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
57	57	0	0	3/4	1	1	ii6	a	VII		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
57	57	1/8	1/8	3/4	1	1	viio64	a	VII		viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
57	57	1/4	1/4	3/4	1	1	I6	a	VII		I6		I		6					M	1	0	4, 1, 0		0	4
57	57	3/8	3/8	3/4	1	1	IV	a	VII		IV		IV							M	1	0	-1, 3, 0		-1	-1
57	57	1/2	1/2	3/4	1	1	I	a	VII		I		I							M	1	0	0, 4, 1		0	0
58	58	0	0	3/4	1	1	ii65	a	VII		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
58	58	1/2	1/2	3/4	1	1	v.iv65	a	v		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
59	59	0	0	3/4	1	1	V	a	v		V		V							M	1	1	1, 5, 2		1	1
59	59	1/2	1/2	3/4	1	1	V(64)	a	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
60	60	0	0	3/4	1	1	iv7	a	v		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
60	60	1/2	1/2	3/4	1	1	VI	a	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
61	61	0	0	3/4	1	1	V(6)	a	v		V(6)		V			6				M	1	1	1, 5, -3		1	1
61	61	1/2	1/2	3/4	1	1	VIM7	a	v		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
62	62	0	0	3/4	1	1	i6	a	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
62	62	1/2	1/2	3/4	1	1	VI	a	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
63	63	0	0	3/4	1	1	@none	a	v		@none		@none							m	1	1				
63	63	1/2	1/2	3/4	1	1	VI	a	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
64	64	1/2	1/2	3/4	1	1	i64	a	v		i64		i		64					m	1	1	1, 0, -3		0	1
65	65	1/2	1/2	3/4	1	1	iv	a	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
66	66	1/2	1/2	3/4	1	1	i6	a	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
68	68	0	0	3/4	1	1	i6	a	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
69	69	0	0	3/4	1	1	iv	a	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
69	69	1/2	1/2	3/4	1	1	viio7	a	v		viio7		vii	o	7					o7	1	1	-2, -5, -8, -11		-2	-2
70	70	0	0	3/4	1	1	i64	a	v		i64		i		64					m	1	1	1, 0, -3		0	1
71	71	0	0	3/4	1	1	#viio6	a	v		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
71	71	1/4	1/4	3/4	1	1	i6	a	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
71	71	1/2	1/2	3/4	1	1	VI	a	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
72	72	1/2	1/2	3/4	1	1	i64	a	v		i64		i		64					m	1	1	1, 0, -3		0	1
73	73	1/2	1/2	3/4	1	1	iv	a	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
74	74	1/2	1/2	3/4	1	1	i6	a	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
75	75	1/2	1/2	3/4	1	1	VI	a	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
77	77	0	0	3/4	1	1	II	a	v		II		II							M	1	1	2, 6, 3		2	2
78	78	0	0	3/4	1	1	III.ii6	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
79	79	0	0	3/4	1	1	viio6	a	III		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
79	79	1/4	1/4	3/4	1	1	viio	a	III		viio		vii	o						o	1	0	5, 2, -1		5	5
79	79	5/8	5/8	3/4	1	1	viio6/V	a	III		viio6/V		vii	o	6		V			o	1	0	3, 0, 6		6	3
80	80	0	0	3/4	1	1	V	a	III		V		V							M	1	0	1, 5, 2		1	1
81	81	0	0	3/4	1	1	I	a	III		I		I							M	1	0	0, 4, 1		0	0
81	81	1/2	1/2	3/4	1	1	iii	a	III		iii		iii							m	1	0	4, 1, 5		4	4
82	82	0	0	3/4	1	1	IV	a	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
83	83	0	0	3/4	1	1	i.It6	a	i		It6	It	vii	o	6	b3	V			M	1	1	-4, 0, 6		6	-4
83	83	1/4	1/4	3/4	1	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
83	83	1/2	1/2	3/4	1	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
84	84	0	0	3/4	1	1	V(64)	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
85	85	1/4	1/4	3/4	1	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
85	85	1/2	1/2	3/4	1	1	V2	a	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
86	86	0	0	3/4	1	1	#viio7/ii	a	i		#viio7/ii		#vii	o	7		ii			o7	1	1	7, 4, 1, -2		7	7
86	86	1/4	1/4	3/4	1	1	IV	a	i		IV		IV							M	1	1	-1, 3, 0		-1	-1
86	86	1/2	1/2	3/4	1	1	ii%2/III	a	i		ii%2/III		ii	%	2		III			%7	1	1	-3, -1, -2, 5		-1	-3
87	87	0	0	3/4	1	1	viio7/III	a	i		viio7/III		vii	o	7		III			o7	1	1	2, -1, -4, -7		2	2
87	87	1/4	1/4	3/4	1	1	III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
87	87	1/2	1/2	3/4	1	1	IIIM2	a	i		IIIM2		III	M	2					MM7	1	1	2, -3, 1, -2		-3	2
88	88	0	0	3/4	1	1	i7	a	i		i7		i		7					mm7	1	1	0, -3, 1, -2		0	0
88	88	1/4	1/4	3/4	1	1	iio	a	i		iio		ii	o						o	1	1	2, -1, -4		2	2
88	88	1/2	1/2	3/4	1	1	ii%2	a	i		ii%2		ii	%	2					%7	1	1	0, 2, 1, 8		2	0
89	89	0	0	3/4	1	1	V65	a	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
89	89	1/4	1/4	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
89	89	1/2	1/2	3/4	1	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
90	90	0	0	3/4	1	1	i(6)	a	i		i(6)		i			6				m	1	1	0, -3, -4		0	0
90	90	1/4	1/4	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
91	91	0	0	3/4	1	1	V43(6)	a	i		V43(6)		V		43	6				Mm7	1	1	-3, -1, 1, 5		1	-3
91	91	1/4	1/4	3/4	1	1	V43	a	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
92	92	0	0	3/4	1	1	i(6)	a	i		i(6)		i			6				m	1	1	0, -3, -4		0	0
92	92	1/4	1/4	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
93	93	0	0	3/4	1	1	V43(4)	a	i		V43(4)		V		43	4				Mm7	1	1	2, -1, 1, 0		1	2
93	93	1/2	1/2	3/4	1	1	V43	a	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
94	94	0	0	3/4	1	1	i(6)	a	i		i(6)		i			6				m	1	1	0, -3, -4		0	0
94	94	1/4	1/4	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
95	95	0	0	3/4	1	1	V6(+2)	a	i		V6(+2)		V		6	+2				M	1	1	5, 2, 1	-4	1	5
95	95	1/4	1/4	3/4	1	1	V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
96	96	0	0	3/4	1	1	V64/VI	a	i		V64/VI		V		64		VI			M	1	1	-2, -3, 1		-3	-2
96	96	1/4	1/4	3/4	1	1	V43/VI	a	i		V43/VI		V		43		VI			Mm7	1	1	-2, -5, -3, 1		-3	-2
97	97	0	0	3/4	1	1	VI(+2)	a	i		VI(+2)		VI			+2				M	1	1	-4, 0, -3	-2	-4	-4
97	97	3/8	3/8	3/4	1	1	VI	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
98	98	0	0	3/4	1	1	V64/VI	a	i		V64/VI		V		64		VI			M	1	1	-2, -3, 1		-3	-2
99	99	0	0	3/4	1	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
99	99	5/8	5/8	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
101	101	0	0	3/4	1	1	V43(4)	a	i		V43(4)		V		43	4				Mm7	1	1	2, -1, 1, 0		1	2
101	101	1/2	1/2	3/4	1	1	V43	a	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
102	102	0	0	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
103	103	0	0	3/4	1	1	V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
104	104	0	0	3/4	1	1	viio6/VI	a	i		viio6/VI		vii	o	6		VI			o	1	1	-2, -5, 1		1	-2
105	105	0	0	3/4	1	1	VI(+2)	a	i		VI(+2)		VI			+2				M	1	1	-4, 0, -3	-2	-4	-4
105	105	3/8	3/8	3/4	1	1	VI	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
106	106	0	0	3/4	1	1	III64	a	i		III64		III		64					M	1	1	-2, -3, 1		-3	-2
107	107	0	0	3/4	1	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
107	107	5/8	5/8	3/4	1	1	iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
109	109	0	0	3/4	1	1	V6/iv	a	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
110	110	0	0	3/4	1	1	v(4)	a	i		v(4)		v			4				m	1	1	1, 0, 2		1	1
110	110	1/4	1/4	3/4	1	1	v	a	i		v		v							m	1	1	1, -2, 2		1	1
111	111	0	0	3/4	1	1	V6/V	a	i		V6/V		V		6		V			M	1	1	6, 3, 2		2	6
111	111	5/8	5/8	3/4	1	1	#viio43	a	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
112	112	0	0	3/4	1	1	i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
113	113	0	0	3/4	1	1	V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
113	113	1/4	1/4	3/4	1	1	V65	a	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
113	113	1/2	1/2	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
114	114	0	0	3/4	1	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
115	115	0	0	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
115	115	3/8	3/8	3/4	1	1	V7/iv	a	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
115	115	5/8	5/8	3/4	1	1	iv	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
117	117	0	0	3/4	1	1	V6/iv	a	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
118	118	0	0	3/4	1	1	v	a	i		v		v							m	1	1	1, -2, 2		1	1
119	119	0	0	3/4	1	1	V6/v	a	i		V6/v		V		6		v			M	1	1	6, 3, 2		2	6
119	119	5/8	5/8	3/4	1	1	#viio43	a	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
120	120	0	0	3/4	1	1	i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
121	121	0	0	3/4	1	1	V6	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
121	121	1/2	1/2	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
122	122	0	0	3/4	1	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
123	123	0	0	3/4	1	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
123	123	1/4	1/4	3/4	1	1	VI	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
124	124	0	0	3/4	1	1	V65/VI	a	i		V65/VI		V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
124	124	1/2	1/2	3/4	1	1	V65/VI	a	i		V65/VI		V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
125	125	0	0	3/4	1	1	III6	a	i		III6		III		6					M	1	1	1, -2, -3		-3	1
128	128	0	0	3/4	1	1	V43/III	a	i		V43/III		V		43		III			Mm7	1	1	-1, -4, -2, 2		-2	-1
131	131	0	0	3/4	1	1	III.V	a	III		V		V							M	1	0	1, 5, 2		1	1
132	132	0	0	3/4	1	1	I[I64	a	III	I	I64		I		64					M	1	0	1, 0, 4		0	1
132	132	1/2	1/2	3/4	1	1	viio64	a	III		viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
132	132	5/8	5/8	3/4	1	1	I6	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
133	133	0	0	3/4	1	1	ii6	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
133	133	3/8	3/8	3/4	1	1	viio6	a	III		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
133	133	1/2	1/2	3/4	1	1	vi65	a	III		vi65		vi		65					mm7	1	0	0, 4, 1, 3		3	0
133	133	5/8	5/8	3/4	1	1	viio6	a	III		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
134	134	0	0	3/4	1	1	I6	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
134	134	3/8	3/8	3/4	1	1	iii6	a	III		iii6		iii		6					m	1	0	1, 5, 4		4	1
134	134	1/2	1/2	3/4	1	1	viio	a	III		viio		vii	o						o	1	0	5, 2, -1		5	5
134	134	5/8	5/8	3/4	1	1	I	a	III		I		I							M	1	0	0, 4, 1		0	0
135	135	0	0	3/4	1	1	ii	a	III		ii		ii							m	1	0	2, -1, 3		2	2
135	135	3/8	3/8	3/4	1	1	viio64	a	III		viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
135	135	1/2	1/2	3/4	1	1	vi6	a	III		vi6		vi		6					m	1	0	0, 4, 3		3	0
135	135	5/8	5/8	3/4	1	1	viio6]	a	III		viio6		vii	o	6			]		o	1	0	2, -1, 5		5	2
136	136	0	0	3/4	1	1	V	a	III		V		V							M	1	0	1, 5, 2		1	1
136	136	1/8	1/8	3/4	1	1	I64	a	III		I64		I		64					M	1	0	1, 0, 4		0	1
