mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset:x	offset:y	label_type	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
10	10	3/32	3/32	2/4	1	1	V2			dcml	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
10	10	1/8	1/8	2/4	1	1	I6(2)			dcml	Bb	I		I6(2)		I		6	2			M	0	0	4, 1, 2		0	4
10	10	7/32	7/32	2/4	1	1	I6			dcml	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
10	10	1/4	1/4	2/4	1	1	V64(64)			dcml	Bb	I		V64(64)		V		64	64			M	0	0	4, 1, 0		1	4
10	10	11/32	11/32	2/4	1	1	V64			dcml	Bb	I		V64		V		64				M	0	0	2, 1, 5		1	2
10	10	3/8	3/8	2/4	1	1	I(4+2)			dcml	Bb	I		I(4+2)		I			4+2			M	0	0	0, -1, 1	2	0	0
10	10	15/32	15/32	2/4	1	1	I			dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
11	11	0	0	2/4	1	1	ii6			dcml	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
11	11	1/4	1/4	2/4	1	1	V(64)			dcml	Bb	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
11	11	3/8	3/8	2/4	1	1	V7			dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
12	12	0	0	2/4	1	1	I\\	-1.60976	-5.34	dcml	Bb	I		I		I					\\	M	0	0	0, 4, 1		0	0
13	13	0	0	2/4	1	1	V6	-1.60976	-5.3376	dcml	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
13	13	1/8	1/8	2/4	1	1	I	-2.37746e-6	-5.34	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
13	13	1/4	1/4	2/4	1	1	ii6	-1.60976	-5.34	dcml	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
13	13	3/8	3/8	2/4	1	1	#viio/V	0.439026	-5.34	dcml	Bb	I		#viio/V		#vii	o			V		o	0	0	13, 10, 7		13	13
14	14	0	0	2/4	1	1	V\\	0	-5.34	dcml	Bb	I		V		V					\\	M	0	0	1, 5, 2		1	1
14	14	1/4	1/4	2/4	1	1	I	-0.146342	-5.34	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
15	15	0	0	2/4	1	1	V6	-0.146342	-2.64634	dcml	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
15	15	1/8	1/8	2/4	1	1	I			dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
15	15	1/4	1/4	2/4	1	1	V6/vi			dcml	Bb	I		V6/vi		V		6		vi		M	0	0	8, 5, 4		4	8
15	15	3/8	3/8	2/4	1	1	vi			dcml	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
16	16	0	0	2/4	1	1	V.V6	-1.17074	-4.86628	dcml	Bb	V		V6		V		6				M	0	0	5, 2, 1		1	5
16	16	1/8	1/8	2/4	1	1	I	-0.146342	-4.87	dcml	Bb	V		I		I						M	0	0	0, 4, 1		0	0
16	16	1/4	1/4	2/4	1	1	ii6	-0.146342	-4.87	dcml	Bb	V		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
16	16	3/8	3/8	2/4	1	1	#viio/V	0	-4.87	dcml	Bb	V		#viio/V		#vii	o			V		o	0	0	13, 10, 7		13	13
17	17	0	0	2/4	1	1	V\\	-1.31708	-3.23171	dcml	Bb	V		V		V					\\	M	0	0	1, 5, 2		1	1
17	17	1/8	1/8	2/4	1	1	V	0	-3.02239	dcml	Bb	V		V		V						M	0	0	1, 5, 2		1	1
17	17	1/4	1/4	2/4	1	1	V(64)	-0.146342	-2.93902	dcml	Bb	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
18	18	0	0	2/4	1	1	V	0.146342	-4.69513	dcml	Bb	V		V		V						M	0	0	1, 5, 2		1	1
18	18	1/4	1/4	2/4	1	1	V(64)	0	-4.84147	dcml	Bb	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
19	19	0	0	2/4	1	1	V	0.146342	-4.40245	dcml	Bb	V		V		V						M	0	0	1, 5, 2		1	1
19	19	1/4	1/4	2/4	1	1	V(64)	0.878052	-3.67074	dcml	Bb	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
20	20	0	0	2/4	1	1	V	0.146342	-5.71953	dcml	Bb	V		V		V						M	0	0	1, 5, 2		1	1
20	20	1/4	1/4	2/4	1	1	V(64)	0.146342	-5.86586	dcml	Bb	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
21	21	0	0	2/4	1	1	V\\	0.146342	-5.57318	dcml	Bb	V		V		V					\\	M	0	0	1, 5, 2		1	1
22	22	0	0	2/4	1	1	V65	-0.146342	-3.52439	dcml	Bb	V		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
24	24	1/4	1/4	2/4	1	1	I			dcml	Bb	V		I		I						M	0	0	0, 4, 1		0	0
25	25	0	0	2/4	1	1	V2	0	-3.23	dcml	Bb	V		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
25	25	1/8	1/8	2/4	1	1	V43	0	-3.23	dcml	Bb	V		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
25	25	1/4	1/4	2/4	1	1	V65	0	-3.22813	dcml	Bb	V		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
25	25	7/16	7/16	2/4	1	1	V2	0	-3.23	dcml	Bb	V		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
26	26	0	0	2/4	1	1	I6	0	-3.23171	dcml	Bb	V		I6		I		6				M	0	0	4, 1, 0		0	4
26	26	1/8	1/8	2/4	1	1	I	0	-3.08537	dcml	Bb	V		I		I						M	0	0	0, 4, 1		0	0
26	26	1/4	1/4	2/4	1	1	I64	0	-3.41344	dcml	Bb	V		I64		I		64				M	0	0	1, 0, 4		0	1
26	26	7/16	7/16	2/4	1	1	I6	0	-2.64634	dcml	Bb	V		I6		I		6				M	0	0	4, 1, 0		0	4
27	27	0	0	2/4	1	1	V2			dcml	Bb	V		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
27	27	1/8	1/8	2/4	1	1	V43			dcml	Bb	V		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
27	27	1/4	1/4	2/4	1	1	V65			dcml	Bb	V		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
27	27	7/16	7/16	2/4	1	1	V2			dcml	Bb	V		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
28	28	0	0	2/4	1	1	I6			dcml	Bb	V		I6		I		6				M	0	0	4, 1, 0		0	4
28	28	1/8	1/8	2/4	1	1	I			dcml	Bb	V		I		I						M	0	0	0, 4, 1		0	0
28	28	1/4	1/4	2/4	1	1	I64			dcml	Bb	V		I64		I		64				M	0	0	1, 0, 4		0	1
28	28	3/8	3/8	2/4	1	1	I6			dcml	Bb	V		I6		I		6				M	0	0	4, 1, 0		0	4
29	29	0	0	2/4	1	1	V2			dcml	Bb	V		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
29	29	1/8	1/8	2/4	1	1	V64			dcml	Bb	V		V64		V		64				M	0	0	2, 1, 5		1	2
29	29	1/4	1/4	2/4	1	1	V6			dcml	Bb	V		V6		V		6				M	0	0	5, 2, 1		1	5
29	29	3/8	3/8	2/4	1	1	V			dcml	Bb	V		V		V						M	0	0	1, 5, 2		1	1
30	30	0	0	2/4	1	1	v.VI	0	-5.2805	dcml	Bb	v		VI		VI						M	0	1	-4, 0, -3		-4	-4
31	31	0	0	2/4	1	1	iv	0	-4.98781	dcml	Bb	v		iv		iv						m	0	1	-1, -4, 0		-1	-1
31	31	1/4	1/4	2/4	1	1	V65/III	0	-4.69513	dcml	Bb	v		V65/III		V		65		III		Mm7	0	1	2, -1, -4, -2		-2	2
32	32	1/4	1/4	2/4	1	1	III	-0.292688	-4.54879	dcml	Bb	v		III		III						M	0	1	-3, 1, -2		-3	-3
32	32	3/8	3/8	2/4	1	1	V65/iv	0.292684	-4.54879	dcml	Bb	v		V65/iv		V		65		iv		Mm7	0	1	4, 1, -2, 0		0	4
33	33	0	0	2/4	1	1	iv	0	-4.69513	dcml	Bb	v		iv		iv						m	0	1	-1, -4, 0		-1	-1
33	33	1/8	1/8	2/4	1	1	.bII6	-0.292684	-4.40245	dcml	Bb	v		bII6		bII		6				M	0	1	-1, -4, -5		-5	-1
33	33	3/8	3/8	2/4	1	1	iv7	-0.146342	-4.10976	dcml	Bb	v		iv7		iv		7				mm7	0	1	-1, -4, 0, -3		-1	-1
34	34	0	0	2/4	1	1	#viio43	2.097e-7	-4.40244	dcml	Bb	v		#viio43		#vii	o	43				o7	0	1	-1, -4, 5, 2		5	-1
36	36	0	0	2/4	1	1	#viio7/V	-1.46342	-4.54879	dcml	Bb	v		#viio7/V		#vii	o	7		V		o7	0	1	13, 10, 7, 4		13	13
36	36	1/4	1/4	2/4	1	1	V.V(64)	-0.0418637	-4.48617	dcml	Bb	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
36	36	3/8	3/8	2/4	1	1	V7	0	-4.40245	dcml	Bb	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
37	37	0	0	2/4	1	1	I\\	0	-3.96342	dcml	Bb	V		I		I					\\	M	0	0	0, 4, 1		0	0
37	37	1/8	1/8	2/4	1	1	I[I64	0	-4.06717	dcml	Bb	V	I	I64		I		64				M	0	0	1, 0, 4		0	1
37	37	1/4	1/4	2/4	1	1	V65	0.146342	-4.2561	dcml	Bb	V	I	V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
37	37	7/16	7/16	2/4	1	1	I	-0.146342	-4.2561	dcml	Bb	V	I	I		I						M	0	0	0, 4, 1		0	0
38	38	0	0	2/4	1	1	viio64	0	-3.96342	dcml	Bb	V	I	viio64		vii	o	64				o	0	0	-1, 5, 2		5	-1
38	38	1/4	1/4	2/4	1	1	#viio/ii	0.146342	-3.96342	dcml	Bb	V	I	#viio/ii		#vii	o			ii		o	0	0	7, 4, 1		7	7
38	38	7/16	7/16	2/4	1	1	viio6	-0.146342	-3.81708	dcml	Bb	V	I	viio6		vii	o	6				o	0	0	2, -1, 5		5	2
39	39	0	0	2/4	1	1	I6]	0	-5.6	dcml	Bb	V	I	I6		I		6				M	0	0	4, 1, 0		0	4
39	39	1/16	1/16	2/4	1	1	I	0.104478	-5.6	dcml	Bb	V		I		I						M	0	0	0, 4, 1		0	0
39	39	1/4	1/4	2/4	1	1	IV	0	-5.59609	dcml	Bb	V		IV		IV						M	0	0	-1, 3, 0		-1	-1
40	40	0	0	2/4	1	1	I	-0.146342	-4.98781	dcml	Bb	V		I		I						M	0	0	0, 4, 1		0	0
40	40	1/8	1/8	2/4	1	1	ii6	0.146342	-5.2805	dcml	Bb	V		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
40	40	1/4	1/4	2/4	1	1	V(64)	-8.388e-8	-4.84148	dcml	Bb	V		V(64)		V			64			M	0	0	1, 0, 4		1	1
40	40	3/8	3/8	2/4	1	1	V7	-0.146342	-4.98781	dcml	Bb	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
41	41	0	0	2/4	1	1	I\\	-4.194e-8	-4.98781	dcml	Bb	V		I		I					\\	M	0	0	0, 4, 1		0	0
41	41	1/8	1/8	2/4	1	1	I[I64	0.104478	-4.69404	dcml	Bb	V	I	I64		I		64				M	0	0	1, 0, 4		0	1
41	41	1/4	1/4	2/4	1	1	viio6	-0.292682	-4.98782	dcml	Bb	V	I	viio6		vii	o	6				o	0	0	2, -1, 5		5	2
41	41	3/8	3/8	2/4	1	1	I	0.292684	-5.03416	dcml	Bb	V	I	I		I						M	0	0	0, 4, 1		0	0
42	42	0	0	2/4	1	1	iio64	-0.292684	-4.98781	dcml	Bb	V	I	iio64		ii	o	64				o	0	0	-4, 2, -1		2	-4
42	42	1/4	1/4	2/4	1	1	#viio6/ii	-0.146342	-4.40244	dcml	Bb	V	I	#viio6/ii		#vii	o	6		ii		o	0	0	4, 1, 7		7	4
42	42	3/8	3/8	2/4	1	1	ii6	0.146342	-4.40245	dcml	Bb	V	I	ii6		ii		6				m	0	0	-1, 3, 2		2	-1
43	43	0	0	2/4	1	1	viio64/IV	-0.878052	-4.2561	dcml	Bb	V	I	viio64/IV		vii	o	64		IV		o	0	0	-2, 4, 1		4	-2
43	43	1/4	1/4	2/4	1	1	IV64	-0.292684	-3.96342	dcml	Bb	V	I	IV64		IV		64				M	0	0	0, -1, 3		-1	0
44	44	0	0	2/4	1	1	v64]	-2.5164e-7	-5.88	dcml	Bb	V	I	v64		v		64				m	0	0	2, 1, -2		1	2
44	44	1/4	1/4	2/4	1	1	I(64+2)	0.146342	-5.87966	dcml	Bb	V		I(64+2)		I			64+2			M	0	0	0, -1, 3	2	0	0
44	44	7/16	7/16	2/4	1	1	I	0.585368	-5.88	dcml	Bb	V		I		I						M	0	0	0, 4, 1		0	0
45	45	0	0	2/4	1	1	I.V7	0.146342	-4.40245	dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
47	47	0	0	2/4	1	1	I			dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
47	47	1/4	1/4	2/4	1	1	V65	-0.585369	-2.50001	dcml	Bb	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
47	47	3/8	3/8	2/4	1	1	I	1.02439	-2.50001	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
48	48	0	0	2/4	1	1	V			dcml	Bb	I		V		V						M	0	0	1, 5, 2		1	1
48	48	1/8	1/8	2/4	1	1	V7			dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
48	48	1/4	1/4	2/4	1	1	#vio65			dcml	Bb	I		#vio65		#vi	o	65				o7	0	0	7, 4, 1, 10		10	7
48	48	3/8	3/8	2/4	1	1	V7			dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
49	49	0	0	2/4	1	1	I64			dcml	Bb	I		I64		I		64				M	0	0	1, 0, 4		0	1
49	49	1/4	1/4	2/4	1	1	#iio7			dcml	Bb	I		#iio7		#ii	o	7				o7	0	0	9, 6, 3, 0		9	9
49	49	3/8	3/8	2/4	1	1	I6			dcml	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
50	50	0	0	2/4	1	1	V7/V			dcml	Bb	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
50	50	1/4	1/4	2/4	1	1	V\\	0.73171	-2.64634	dcml	Bb	I		V		V					\\	M	0	0	1, 5, 2		1	1
51	51	0	0	2/4	1	1	I			dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
51	51	1/4	1/4	2/4	1	1	V43			dcml	Bb	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
51	51	3/8	3/8	2/4	1	1	I			dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
52	52	0	0	2/4	1	1	V			dcml	Bb	I		V		V						M	0	0	1, 5, 2		1	1
52	52	1/8	1/8	2/4	1	1	V7			dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
52	52	1/4	1/4	2/4	1	1	#vio2			dcml	Bb	I		#vio2		#vi	o	2				o7	0	0	1, 10, 7, 4		10	1
52	52	3/8	3/8	2/4	1	1	V7			dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
53	53	0	0	2/4	1	1	I64	0.73171	-2.5	dcml	Bb	I		I64		I		64				M	0	0	1, 0, 4		0	1
54	54	0	0	2/4	1	1	V7/V			dcml	Bb	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
54	54	1/4	1/4	2/4	1	1	V			dcml	Bb	I		V		V						M	0	0	1, 5, 2		1	1
54	54	7/16	7/16	2/4	1	1	V7			dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
55	55	0	0	2/4	1	1	V7/IV			dcml	Bb	I		V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
55	55	1/4	1/4	2/4	1	1	IV			dcml	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
55	55	7/16	7/16	2/4	1	1	ii6			dcml	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
56	56	0	0	2/4	1	1	V2(4)			dcml	Bb	I		V2(4)		V		2	4			Mm7	0	0	-1, 1, 0, 2		1	-1
56	56	3/32	3/32	2/4	1	1	V2			dcml	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
56	56	1/8	1/8	2/4	1	1	I6(+2)			dcml	Bb	I		I6(+2)		I		6	+2			M	0	0	4, 1, 0	2	0	4
56	56	7/32	7/32	2/4	1	1	I6			dcml	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
56	56	1/4	1/4	2/4	1	1	V64(64)			dcml	Bb	I		V64(64)		V		64	64			M	0	0	4, 1, 0		1	4
56	56	11/32	11/32	2/4	1	1	V64			dcml	Bb	I		V64		V		64				M	0	0	2, 1, 5		1	2
56	56	3/8	3/8	2/4	1	1	I(4+2)			dcml	Bb	I		I(4+2)		I			4+2			M	0	0	0, -1, 1	2	0	0
56	56	15/32	15/32	2/4	1	1	I			dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
57	57	0	0	2/4	1	1	ii6			dcml	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
57	57	1/4	1/4	2/4	1	1	V(64)			dcml	Bb	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
57	57	3/8	3/8	2/4	1	1	V7			dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
58	58	0	0	2/4	1	1	I\\	-1.60976	-4.84147	dcml	Bb	I		I		I					\\	M	0	0	0, 4, 1		0	0
59	59	0	0	2/4	1	1	V6	-0.14634	-5.42684	dcml	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
59	59	1/8	1/8	2/4	1	1	I	1.53866e-6	-5.2805	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
59	59	1/4	1/4	2/4	1	1	ii6	-0.585366	-5.13415	dcml	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
59	59	3/8	3/8	2/4	1	1	#viio/V	0.439026	-4.84147	dcml	Bb	I		#viio/V		#vii	o			V		o	0	0	13, 10, 7		13	13
60	60	0	0	2/4	1	1	V\\	0	-4.69513	dcml	Bb	I		V		V					\\	M	0	0	1, 5, 2		1	1
60	60	1/4	1/4	2/4	1	1	I	-4.194e-8	-4.25611	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
61	61	0	0	2/4	1	1	V6			dcml	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
61	61	1/8	1/8	2/4	1	1	I			dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
61	61	1/4	1/4	2/4	1	1	ii6			dcml	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
61	61	3/8	3/8	2/4	1	1	#viio/V			dcml	Bb	I		#viio/V		#vii	o			V		o	0	0	13, 10, 7		13	13
62	62	0	0	2/4	1	1	V\\			dcml	Bb	I		V		V					\\	M	0	0	1, 5, 2		1	1
63	63	0	0	2/4	1	1	V7/IV	0	-3.12143	dcml	Bb	I		V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
64	64	0	0	2/4	1	1	iv.VI			dcml	Bb	iv		VI		VI						M	0	1	-4, 0, -3		-4	-4
64	64	1/4	1/4	2/4	1	1	ii%65			dcml	Bb	iv		ii%65		ii	%	65				%7	0	1	1, 8, 0, 2		2	1
65	65	0	0	2/4	1	1	V(64)			dcml	Bb	iv		V(64)		V			64			M	0	1	1, 0, -3		1	1
65	65	1/4	1/4	2/4	1	1	V7			dcml	Bb	iv		V7		V		7				Mm7	0	1	1, 5, 2, -1		1	1
66	66	0	0	2/4	1	1	i\\			dcml	Bb	iv		i		i					\\	m	0	1	0, -3, 1		0	0
66	66	1/8	1/8	2/4	1	1	.bIII.I			dcml	Bb	bIII		I		I						M	0	0	0, 4, 1		0	0
66	66	1/4	1/4	2/4	1	1	V6			dcml	Bb	bIII		V6		V		6				M	0	0	5, 2, 1		1	5
66	66	3/8	3/8	2/4	1	1	vi			dcml	Bb	bIII		vi		vi						m	0	0	3, 0, 4		3	3
67	67	0	0	2/4	1	1	V7	0	-3.89822	dcml	Bb	bIII		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
67	67	1/4	1/4	2/4	1	1	#viio7/vi	-0.146342	-3.9	dcml	Bb	bIII		#viio7/vi		#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
68	68	0	0	2/4	1	1	vi	1.2582e-7	-4.54879	dcml	Bb	bIII		vi		vi						m	0	0	3, 0, 4		3	3
68	68	1/4	1/4	2/4	1	1	ii65	1.17074	-4.55	dcml	Bb	bIII		ii65		ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
69	69	0	0	2/4	1	1	V(64)	0	-3.5875	dcml	Bb	bIII		V(64)		V			64			M	0	0	1, 0, 4		1	1
69	69	1/4	1/4	2/4	1	1	V7	-0.295428	-3.59	dcml	Bb	bIII		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
69	69	3/8	3/8	2/4	1	1	#viio7/vi	-0.146342	-3.59	dcml	Bb	bIII		#viio7/vi		#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
70	70	0	0	2/4	1	1	vi	0.104478	-3.33583	dcml	Bb	bIII		vi		vi						m	0	0	3, 0, 4		3	3
70	70	1/4	1/4	2/4	1	1	ii65			dcml	Bb	bIII		ii65		ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
70	70	3/8	3/8	2/4	1	1	#viio7/V			dcml	Bb	bIII		#viio7/V		#vii	o	7		V		o7	0	0	13, 10, 7, 4		13	13
71	71	0	0	2/4	1	1	V(64)	-0.292684	-2.64634	dcml	Bb	bIII		V(64)		V			64			M	0	0	1, 0, 4		1	1
71	71	1/4	1/4	2/4	1	1	V7			dcml	Bb	bIII		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
72	72	0	0	2/4	1	1	I\\			dcml	Bb	bIII		I		I					\\	M	0	0	0, 4, 1		0	0
72	72	1/8	1/8	2/4	1	1	I6			dcml	Bb	bIII		I6		I		6				M	0	0	4, 1, 0		0	4
72	72	1/4	1/4	2/4	1	1	V2			dcml	Bb	bIII		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
72	72	3/8	3/8	2/4	1	1	I6			dcml	Bb	bIII		I6		I		6				M	0	0	4, 1, 0		0	4
73	73	0	0	2/4	1	1	ii			dcml	Bb	bIII		ii		ii						m	0	0	2, -1, 3		2	2
73	73	1/8	1/8	2/4	1	1	ii6			dcml	Bb	bIII		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
73	73	1/4	1/4	2/4	1	1	V2/ii			dcml	Bb	bIII		V2/ii		V		2		ii		Mm7	0	0	1, 3, 7, 4		3	1
73	73	3/8	3/8	2/4	1	1	ii6			dcml	Bb	bIII		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
74	74	0	0	2/4	1	1	I6			dcml	Bb	bIII		I6		I		6				M	0	0	4, 1, 0		0	4
74	74	1/8	1/8	2/4	1	1	I64			dcml	Bb	bIII		I64		I		64				M	0	0	1, 0, 4		0	1
74	74	1/4	1/4	2/4	1	1	#iio43			dcml	Bb	bIII		#iio43		#ii	o	43				o7	0	0	3, 0, 9, 6		9	3
74	74	3/8	3/8	2/4	1	1	I64			dcml	Bb	bIII		I64		I		64				M	0	0	1, 0, 4		0	1
75	75	0	0	2/4	1	1	ii6			dcml	Bb	bIII		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
75	75	1/4	1/4	2/4	1	1	V7(4)			dcml	Bb	bIII		V7(4)		V		7	4			Mm7	0	0	1, 0, 2, -1		1	1
75	75	3/8	3/8	2/4	1	1	V7			dcml	Bb	bIII		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
