mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
21	19	111/2	6.0	0	0	3/4	4	1		IV		c	bII		IV	IV							M	1	0	-1, 3, 0		-1	-1
23	21	123/2	6.0	0	0	3/4	4	1		V7		c	bII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
25	23	135/2	3.0	0	0	3/4	4	1		I\\		c	bII		I	I						\\	M	1	0	0, 4, 1		0	0
26	24	141/2	9.0	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
29	27	159/2	3.0	0	0	3/4	4	1		iv.ii%65		c	iv		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
30	28	165/2	3.0	0	0	3/4	4	1		ii%7		c	iv		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
31	29	171/2	6.0	0	0	3/4	4	1		V7		c	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
33	31	183/2	6.0	0	0	3/4	4	1		i		c	iv		i	i							m	1	1	0, -3, 1		0	0
35	33	195/2	3.0	0	0	3/4	4	1		i\\		c	iv		i	i						\\	m	1	1	0, -3, 1		0	0
36	34	201/2	6.0	0	0	3/4	4	1		i.#viio		c	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
38	36	213/2	3.0	0	0	3/4	4	1		V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
39	37	219/2	9.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
42	40	237/2	6.0	0	0	3/4	4	1		i.#viio/v		c	i		#viio/v	#vii	o			v			o	1	1	6, 3, 0		6	6
44	42	249/2	3.0	0	0	3/4	4	1		V7/v		c	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
45	43	255/2	3.0	0	0	3/4	4	1		v[v6		c	i	v	v6	v		6					m	1	1	-2, 2, 1		1	-2
46	44	261/2	3.0	0	0	3/4	4	1		V7		c	i	v	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
47	45	267/2	3.0	0	0	3/4	4	1		i64		c	i	v	i64	i		64					m	1	1	1, 0, -3		0	1
48	46	273/2	3.0	0	0	3/4	4	1		V7		c	i	v	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
49	47	279/2	6.0	0	0	3/4	4	1		i64		c	i	v	i64	i		64					m	1	1	1, 0, -3		0	1
51	49	291/2	3.0	0	0	3/4	4	1		V		c	i	v	V	V							M	1	1	1, 5, 2		1	1
52	50	297/2	3.0	0	0	3/4	4	1		V]		c	i	v	V	V							M	1	1	1, 5, 2		1	1
53	51	303/2	3.0	0	0	3/4	4	1		i[i		c	i	i	i	i							m	1	1	0, -3, 1		0	0
54	52	309/2	3.0	0	0	3/4	4	1		V7/iv		c	i	i	V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
55	53	315/2	3.0	0	0	3/4	4	1		iv64		c	i	i	iv64	iv		64					m	1	1	0, -1, -4		-1	0
56	54	321/2	3.0	0	0	3/4	4	1		V7/iv		c	i	i	V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
57	55	327/2	5.0	0	0	3/4	4	1		iv64		c	i	i	iv64	iv		64					m	1	1	0, -1, -4		-1	0
58	56	337/2	1.0	1/2	1/2	3/4	4	1		V		c	i	i	V	V							M	1	1	1, 5, 2		1	1
59	57	339/2	1.0	0	0	3/4	4	1		i6]		c	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
59	57	341/2	2.0	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
60	58	345/2	1.0	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
60	58	347/2	2.0	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
61	59	351/2	1.0	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
61	59	353/2	2.0	1/4	1/4	3/4	4	1		VI6		c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
62	60	357/2	1.0	0	0	3/4	4	1		iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
62	60	359/2	2.0	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
63	61	363/2	1.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
63	61	365/2	2.0	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
64	62	369/2	1.0	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
64	62	371/2	2.0	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
65	63	375/2	1.0	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
65	63	377/2	2.0	1/4	1/4	3/4	4	1		VI6		c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
66	64	381/2	1.0	0	0	3/4	4	1		iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
66	64	383/2	2.0	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
67	65	387/2	1.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
67	65	389/2	2.0	1/4	1/4	3/4	4	1		iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
68	66	393/2	1.0	0	0	3/4	4	1		V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
68	66	395/2	2.0	1/4	1/4	3/4	4	1		V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
69	67	399/2	1.0	0	0	3/4	4	1		ii		c	i		ii	ii							m	1	1	2, -1, 3		2	2
69	67	401/2	2.0	1/4	1/4	3/4	4	1		iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
70	68	405/2	1.0	0	0	3/4	4	1		V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
70	68	407/2	2.0	1/4	1/4	3/4	4	1		V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
71	69	411/2	3.0	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
72	70	417/2	3.0	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
73	71	423/2	3.0	0	0	3/4	4	1		ii%43/v		c	i		ii%43/v	ii	%	43		v			%7	1	1	-3, 1, 3, 0		3	-3
74	72	429/2	3.0	0	0	3/4	4	1		V64		c	i		V64	V		64					M	1	1	2, 1, 5		1	2
75	73	435/2	2.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
75	73	439/2	1.0	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
76	74	441/2	2.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
76	74	445/2	1.0	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
77	75	447/2	2.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
77	75	451/2	1.0	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
78	76	453/2	2.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
78	76	457/2	1.0	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
79	77			0	0	3/4	4	1	1	V\\		c	i		V	V						\\	M	1	1	1, 5, 2		1	1
80	77	459/2	3.0	0	0	3/4	4	1	2	I.I\\		c	I		I	I						\\	M	1	0	0, 4, 1		0	0
81	78	465/2	21.0	0	0	3/4	4	1		I		c	I		I	I							M	1	0	0, 4, 1		0	0
88	85	507/2	3.0	0	0	3/4	4	1		I		c	I		I	I							M	1	0	0, 4, 1		0	0
89	86	513/2	6.0	0	0	3/4	4	1		IV		c	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
91	88	525/2	3.0	0	0	3/4	4	1		ii		c	I		ii	ii							m	1	0	2, -1, 3		2	2
92	89	531/2	3.0	0	0	3/4	4	1		vi		c	I		vi	vi							m	1	0	3, 0, 4		3	3
93	90	537/2	3.0	0	0	3/4	4	1		V/V		c	I		V/V	V				V			M	1	0	2, 6, 3		2	2
94	91	543/2	3.0	0	0	3/4	4	1		V.I		c	V		I	I							M	1	0	0, 4, 1		0	0
95	92	549/2	3.0	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
96	93	555/2	3.0	0	0	3/4	4	1		ii		c	V		ii	ii							m	1	0	2, -1, 3		2	2
97	94	561/2	3.0	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
98	95	567/2	3.0	0	0	3/4	4	1		I.V		c	I		V	V							M	1	0	1, 5, 2		1	1
99	96	573/2	3.0	0	0	3/4	4	1		I		c	I		I	I							M	1	0	0, 4, 1		0	0
100	97	579/2	3.0	0	0	3/4	4	1		ii2		c	I		ii2	ii		2					mm7	1	0	0, 2, -1, 3		2	0
101	98	585/2	3.0	0	0	3/4	4	1		V65		c	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
102	99	591/2	3.0	0	0	3/4	4	1		iii2		c	I		iii2	iii		2					mm7	1	0	2, 4, 1, 5		4	2
103	100	597/2	3.0	0	0	3/4	4	1		vi		c	I		vi	vi							m	1	0	3, 0, 4		3	3
104	101	603/2	3.0	0	0	3/4	4	1		IV2		c	I		IV2	IV		2					Mm7	1	0	-3, -1, 3, 0		-1	-3
105	102	609/2	3.0	0	0	3/4	4	1		ii		c	I		ii	ii							m	1	0	2, -1, 3		2	2
106	103	615/2	1.0	0	0	3/4	4	1		V2(4)		c	I		V2(4)	V		2	4				Mm7	1	0	-1, 1, 0, 2		1	-1
106	103	617/2	1.0	1/4	1/4	3/4	4	1		V2		c	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
106	103	619/2	1.0	1/2	1/2	3/4	4	1		I6		c	I		I6	I		6					M	1	0	4, 1, 0		0	4
107	104	621/2	3.0	0	0	3/4	4	1		IV6		c	I		IV6	IV		6					M	1	0	3, 0, -1		-1	3
108	105	627/2	3.0	0	0	3/4	4	1		viio6/V		c	I		viio6/V	vii	o	6		V			o	1	0	3, 0, 6		6	3
109	106	633/2	3.0	0	0	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
110	107	639/2	3.0	0	0	3/4	4	1		V.ii6		c	V		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
111	108	645/2	3.0	0	0	3/4	4	1		V7		c	V		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
112	109	651/2	6.0	0	0	3/4	4	1		I		c	V		I	I							M	1	0	0, 4, 1		0	0
114	111	663/2	3.0	0	0	3/4	4	1		ii6		c	V		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
115	112	669/2	3.0	0	0	3/4	4	1		V7		c	V		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
116	113	675/2	3.0	0	0	3/4	4	1		I\\		c	V		I	I						\\	M	1	0	0, 4, 1		0	0
117	114	681/2	6.0	0	0	3/4	4	1		i.i		c	i		i	i							m	1	1	0, -3, 1		0	0
119	116	693/2	3.0	0	0	3/4	4	1		iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
120	117	699/2	3.0	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
121	118	705/2	3.0	0	0	3/4	4	1		V6/V		c	i		V6/V	V		6		V			M	1	1	6, 3, 2		2	6
122	119	711/2	3.0	0	0	3/4	4	1		V64/V		c	i		V64/V	V		64		V			M	1	1	3, 2, 6		2	3
123	120	717/2	3.0	0	0	3/4	4	1		iv/V		c	i		iv/V	iv				V			m	1	1	0, -3, 1		0	0
124	121	723/2	3.0	0	0	3/4	4	1		V6/V		c	i		V6/V	V		6		V			M	1	1	6, 3, 2		2	6
125	122	729/2	3.0	0	0	3/4	4	1		V/V		c	i		V/V	V				V			M	1	1	2, 6, 3		2	2
126	123	735/2	3.0	0	0	3/4	4	1		V43/V		c	i		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
127	124	741/2	3.0	0	0	3/4	4	1		V43/V		c	i		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
128	125	747/2	3.0	0	0	3/4	4	1		V43/V		c	i		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
129	126	753/2	3.0	0	0	3/4	4	1		ii.i		c	ii		i	i							m	1	1	0, -3, 1		0	0
130	127	759/2	3.0	0	0	3/4	4	1		i		c	ii		i	i							m	1	1	0, -3, 1		0	0
131	128	765/2	3.0	0	0	3/4	4	1		ii7		c	ii		ii7	ii		7					mm7	1	1	2, -1, 3, 0		2	2
132	129	771/2	3.0	0	0	3/4	4	1		III		c	ii		III	III							M	1	1	-3, 1, -2		-3	-3
133	130	777/2	3.0	0	0	3/4	4	1		I.V6		c	I		V6	V		6					M	1	0	5, 2, 1		1	5
134	131	783/2	3.0	0	0	3/4	4	1		V64		c	I		V64	V		64					M	1	0	2, 1, 5		1	2
135	132	789/2	6.0	0	0	3/4	4	1		V2		c	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
137	134	801/2	3.0	0	0	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
138	135	807/2	9.0	0	0	3/4	4	1		V43		c	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
141	138	825/2	3.0	0	0	3/4	4	1		I\\		c	I		I	I						\\	M	1	0	0, 4, 1		0	0
142	139	831/2	3.0	0	0	3/4	4	1		ii7		c	I		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
143	140	837/2	3.0	0	0	3/4	4	1		V2		c	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
144	141	843/2	3.0	0	0	3/4	4	1		iii7		c	I		iii7	iii		7					mm7	1	0	4, 1, 5, 2		4	4
145	142	849/2	3.0	0	0	3/4	4	1		vi		c	I		vi	vi							m	1	0	3, 0, 4		3	3
146	143	855/2	3.0	0	0	3/4	4	1		V65(6)		c	I		V65(6)	V		65	6				Mm7	1	0	5, 4, -1, 1		1	5
147	144	861/2	3.0	0	0	3/4	4	1		ii6		c	I		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
148	145	867/2	3.0	0	0	3/4	4	1		I(4)		c	I		I(4)	I			4				M	1	0	0, -1, 1		0	0
149	146	873/2	3.0	0	0	3/4	4	1		V2/IV		c	I		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
150	147	879/2	3.0	0	0	3/4	4	1		IV		c	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
151	148	885/2	3.0	0	0	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
152	149	891/2	3.0	0	0	3/4	4	1		I\\		c	I		I	I						\\	M	1	0	0, 4, 1		0	0
153	150	897/2	3.0	0	0	3/4	4	1		V2/IV		c	I		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
154	151	903/2	3.0	0	0	3/4	4	1		IV		c	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
155	152	909/2	3.0	0	0	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
156	153	915/2	6.0	0	0	3/4	4	1		I\\		c	I		I	I						\\	M	1	0	0, 4, 1		0	0
158	155	927/2	3.0	0	0	3/4	4	1		ii2		c	I		ii2	ii		2					mm7	1	0	0, 2, -1, 3		2	0
159	156	933/2	3.0	0	0	3/4	4	1		V65		c	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
160	157	939/2	3.0	0	0	3/4	4	1		iii2		c	I		iii2	iii		2					mm7	1	0	2, 4, 1, 5		4	2
161	158	945/2	3.0	0	0	3/4	4	1		vi6		c	I		vi6	vi		6					m	1	0	0, 4, 3		3	0
162	159	951/2	3.0	0	0	3/4	4	1		IV2		c	I		IV2	IV		2					Mm7	1	0	-3, -1, 3, 0		-1	-3
163	160	957/2	3.0	0	0	3/4	4	1		ii		c	I		ii	ii							m	1	0	2, -1, 3		2	2
164	161	963/2	3.0	0	0	3/4	4	1		V(64)		c	I		V(64)	V			64				M	1	0	1, 0, 4		1	1
165	162	969/2	2.0	0	0	3/4	4	1		IV(2)		c	I		IV(2)	IV			2				M	1	0	1, 3, 0		-1	1
165	162	973/2	1.0	1/2	1/2	3/4	4	1		IV		c	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
166	163	975/2	3.0	0	0	3/4	4	1		V65		c	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
167	164	981/2	3.0	0	0	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
168	165	987/2	3.0	0	0	3/4	4	1		iio7		c	I		iio7	ii	o	7					o7	1	0	2, -1, -4, -7		2	2
169	166	993/2	3.0	0	0	3/4	4	1		viio65		c	I		viio65	vii	o	65					o7	1	0	2, -1, -4, 5		5	2
170	167	999/2	3.0	0	0	3/4	4	1		viio43		c	I		viio43	vii	o	43					o7	1	0	-1, -4, 5, 2		5	-1
171	168	1005/2	4.5	0	0	3/4	4	1		viio7		c	I		viio7	vii	o	7					o7	1	0	5, 2, -1, -4		5	5
173	169	507	1.5	0	3/8	3/4	4	1		i.i		c	i		i	i							m	1	1	0, -3, 1		0	0
174	170	1017/2	8.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
176	172	1033/2	1.0	1/2	1/2	3/4	4	1		viio64/V		c	i		viio64/V	vii	o	64		V			o	1	1	0, 6, 3		6	0
177	173	1035/2	13.5	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
182	177	531	1.5	0	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
183	178	1065/2	1.5	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
183	178	534	1.5	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
184	179	1071/2	1.5	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
184	179	537	1.5	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
185	180	1077/2	1.5	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
185	180	540	1.5	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
186	181	1083/2	1.5	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
186	181	543	1.5	3/8	3/8	3/4	4	1		iv.VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
187	182	1089/2	1.5	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
187	182	546	1.5	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
188	183	1095/2	1.5	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
188	183	549	1.5	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
189	184	1101/2	1.5	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
189	184	552	1.5	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
190	185	1107/2	1.5	0	0	3/4	4	1		bII.vii		c	bII		vii	vii							m	1	0	5, 2, 6		5	5
190	185	555	1.5	3/8	3/8	3/4	4	1		V6		c	bII		V6	V		6					M	1	0	5, 2, 1		1	5
191	186	1113/2	6.0	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
193	188	1125/2	6.0	0	0	3/4	4	1		IV		c	bII		IV	IV							M	1	0	-1, 3, 0		-1	-1
195	190	1137/2	6.0	0	0	3/4	4	1		V7		c	bII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
197	192	1149/2	9.0	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
200	195	1167/2	3.0	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
201	196	1173/2	3.0	0	0	3/4	4	1		iv.ii%65		c	iv		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
202	197	1179/2	3.0	0	0	3/4	4	1		ii%7		c	iv		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
203	198	1185/2	6.0	0	0	3/4	4	1		V7		c	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
205	200	1197/2	6.0	0	0	3/4	4	1		i		c	iv		i	i							m	1	1	0, -3, 1		0	0
207	202	1209/2	3.0	0	0	3/4	4	1		i\\		c	iv		i	i						\\	m	1	1	0, -3, 1		0	0
208	203	1215/2	6.0	0	0	3/4	4	1		viio7/V		c	iv		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
210	205	1227/2	3.0	0	0	3/4	4	1		V7/V		c	iv		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
211	206	1233/2	9.0	0	0	3/4	4	1		i.i		c	i		i	i							m	1	1	0, -3, 1		0	0
214	209	1251/2	6.0	0	0	3/4	4	1		viio7/V		c	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
216	211	1263/2	3.0	0	0	3/4	4	1		V7/V		c	i		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
217	212	1269/2	3.0	0	0	3/4	4	1		v[v		c	i	v	v	v							m	1	1	1, -2, 2		1	1
218	213	1275/2	3.0	0	0	3/4	4	1		V7		c	i	v	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
219	214	1281/2	3.0	0	0	3/4	4	1		i		c	i	v	i	i							m	1	1	0, -3, 1		0	0
220	215	1287/2	3.0	0	0	3/4	4	1		V7		c	i	v	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
221	216	1293/2	3.0	0	0	3/4	4	1		i		c	i	v	i	i							m	1	1	0, -3, 1		0	0
222	217	1299/2	3.0	0	0	3/4	4	1		V/V		c	i	v	V/V	V				V			M	1	1	2, 6, 3		2	2
223	218	1305/2	3.0	0	0	3/4	4	1		V		c	i	v	V	V							M	1	1	1, 5, 2		1	1
224	219	1311/2	3.0	0	0	3/4	4	1		V]		c	i	v	V	V							M	1	1	1, 5, 2		1	1
225	220	1317/2	3.0	0	0	3/4	4	1		i[i		c	i	i	i	i							m	1	1	0, -3, 1		0	0
226	221	1323/2	3.0	0	0	3/4	4	1		V7/iv		c	i	i	V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
227	222	1329/2	3.0	0	0	3/4	4	1		iv		c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
228	223	1335/2	3.0	0	0	3/4	4	1		V7/iv		c	i	i	V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
229	224	1341/2	5.0	0	0	3/4	4	1		iv		c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
230	225	1351/2	1.0	1/2	1/2	3/4	4	1		V		c	i	i	V	V							M	1	1	1, 5, 2		1	1
231	226	1353/2	1.0	0	0	3/4	4	1		i]		c	i	i	i	i							m	1	1	0, -3, 1		0	0
231	226	1355/2	2.0	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
232	227	1359/2	1.0	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
232	227	1361/2	2.0	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
233	228	1365/2	1.0	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
233	228	1367/2	2.0	1/4	1/4	3/4	4	1		VI6		c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
234	229	1371/2	1.0	0	0	3/4	4	1		iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
234	229	1373/2	2.0	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
235	230	1377/2	1.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
235	230	1379/2	2.0	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
236	231	1383/2	1.0	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
236	231	1385/2	2.0	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
