mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
45	44	131	1.0	1/4	1/4	3/4	4	1		vii%7		F	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
45	44	132	1.0	1/2	1/2	3/4	4	1		#viio/ii		F	I		#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
46	45	133	1.0	0	0	3/4	4	1		ii(94)		F	I		ii(94)	ii			94				m	0	0	2, 1, 3	4	2	2
46	45	134	1.0	1/4	1/4	3/4	4	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
46	45	135	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
47	46	136	1.0	0	0	3/4	4	1		IVM7		F	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
47	46	137	1.0	1/4	1/4	3/4	4	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
47	46	138	1.0	1/2	1/2	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
48	47	139	1.0	0	0	3/4	4	1		I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
48	47	140	1.0	1/4	1/4	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
48	47	141	1.0	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
49	48	142	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
49	48	143	2.0	1/4	1/4	3/4	4	1		V43/IV		F	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
50	49	145	3.0	0	0	3/4	4	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
51	50	148	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
51	50	149	2.0	1/4	1/4	3/4	4	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
52	51	151	4.0	0	0	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
53	52	155	1.0	1/4	1/4	3/4	4	1		#viio43/ii		F	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
53	52	156	3.0	1/2	1/2	3/4	4	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
54	53	159	1.0	1/2	1/2	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
55	54	160	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
55	54	161	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
55	54	162	1.0	1/2	1/2	3/4	4	1		V65		F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
56	55	163	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
56	55	164	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
56	55	165	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
57	56	166	1.0	0	0	3/4	4	1		IVM7		F	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
57	56	167	1.0	1/4	1/4	3/4	4	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
57	56	168	1.0	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
58	57	169	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	57	170	2.0	1/4	1/4	3/4	4	1		V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
59	58	172	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	58	173	1.0	1/4	1/4	3/4	4	1		V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
59	58	174	1.0	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
60	59	175	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
60	59	176	1.0	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
60	59	177	1.0	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
61	60	178	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
61	60	179	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
61	60	180	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
62	61	181	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
62	61	182	1.0	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
62	61	183	1.0	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
63	62	184	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
63	62	185	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
63	62	186	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
64	63	187	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
64	63	188	1.0	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
64	63	189	1.0	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
65	64	190	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
65	64	191	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
65	64	192	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
66	65	193	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	65	194	1.0	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
66	65	195	1.0	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
67	66			0	0	3/4	4	1	1	I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
67	66			1/4	1/4	3/4	4	1	1	V2/IV		F	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
68	66			0	0	3/4	4	1	1	I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
69	67	196	3.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
70	68	199	2.0	0	0	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
70	68	201	1.0	1/2	1/2	3/4	4	1		I64		F	I		I64	I		64					M	0	0	1, 0, 4		0	1
71	69	202	2.0	0	0	3/4	4	1		ii7		F	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
71	69	204	2.0	1/2	1/2	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
72	70	206	2.0	1/4	1/4	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
73	71	208	6.0	0	0	3/4	4	1		I64		F	I		I64	I		64					M	0	0	1, 0, 4		0	1
75	73	214	6.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
77	75	220	6.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
79	77	226	6.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
81	79	232	6.0	0	0	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
83	81	238	6.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
85	83	244	6.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
87	85	250	3.0	0	0	3/4	4	1		ii	V	F	I		ii	ii							m	0	0	2, -1, 3		2	2
88	86	253	3.0	0	0	3/4	4	1		iii	I6	F	I		iii	iii							m	0	0	4, 1, 5		4	4
89	87	256	3.0	0	0	3/4	4	1		IV	V7	F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
90	88	259	3.0	0	0	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
91	89	262	2.0	0	0	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
91	89	264	1.0	1/2	1/2	3/4	4	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
92	90	265	2.0	0	0	3/4	4	1		V(64)/iii		F	I		V(64)/iii	V			64	iii			M	0	0	5, 4, 1		5	5
92	90	267	1.0	1/2	1/2	3/4	4	1		V/iii		F	I		V/iii	V				iii			M	0	0	5, 9, 6		5	5
93	91	268	6.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
95	93	274	2.0	0	0	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
95	93	276	1.0	1/2	1/2	3/4	4	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
96	94	277	2.0	0	0	3/4	4	1		V(64)/iii		F	I		V(64)/iii	V			64	iii			M	0	0	5, 4, 1		5	5
96	94	279	1.0	1/2	1/2	3/4	4	1		V/iii		F	I		V/iii	V				iii			M	0	0	5, 9, 6		5	5
97	95	280	2.0	0	0	3/4	4	1		II.IV(6)		F	II		IV(6)	IV			6				M	0	0	-1, 3, 2		-1	-1
97	95	282	1.0	1/2	1/2	3/4	4	1		IV		F	II		IV	IV							M	0	0	-1, 3, 0		-1	-1
98	96	283	2.0	0	0	3/4	4	1		V(64)		F	II		V(64)	V			64				M	0	0	1, 0, 4		1	1
98	96	285	1.0	1/2	1/2	3/4	4	1		V		F	II		V	V							M	0	0	1, 5, 2		1	1
99	97	286	1.0	0	0	3/4	4	1		I\\		F	II		I	I						\\	M	0	0	0, 4, 1		0	0
99	97	287	8.0	1/4	1/4	3/4	4	1		I64		F	II		I64	I		64					M	0	0	1, 0, 4		0	1
102	100	295	15.0	0	0	3/4	4	1		V7		F	II		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
107	105	310	1.0	0	0	3/4	4	1		I		F	II		I	I							M	0	0	0, 4, 1		0	0
107	105	311	9.0	1/4	1/4	3/4	4	1		I64		F	II		I64	I		64					M	0	0	1, 0, 4		0	1
110	108	320	5.0	1/4	1/4	3/4	4	1		I		F	II		I	I							M	0	0	0, 4, 1		0	0
112	110	325	3.0	0	0	3/4	4	1		V2/IV		F	II		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
113	111	328	3.0	0	0	3/4	4	1		V7/ii		F	II		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
114	112	331	2.0	0	0	3/4	4	1		iii.V		F	iii		V	V							M	0	1	1, 5, 2		1	1
114	112	333	1.0	1/2	1/2	3/4	4	1		V7		F	iii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
115	113	334	5.0	0	0	3/4	4	1		V(64)		F	iii		V(64)	V			64				M	0	1	1, 0, -3		1	1
116	114	339	16.0	1/2	1/2	3/4	4	1		V		F	iii		V	V							M	0	1	1, 5, 2		1	1
122	120	355	3.0	0	0	3/4	4	1		V64		F	iii		V64	V		64					M	0	1	2, 1, 5		1	2
123	121	358	6.0	0	0	3/4	4	1		V		F	iii		V	V							M	0	1	1, 5, 2		1	1
125	123	364	1.0	0	0	3/4	4	1		III.I		F	III		I	I							M	0	0	0, 4, 1		0	0
125	123	365	8.0	1/4	1/4	3/4	4	1		I64		F	III		I64	I		64					M	0	0	1, 0, 4		0	1
128	126	373	11.0	0	0	3/4	4	1		V7		F	III		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
131	129	384	1.0	1/2	1/2	3/4	4	1		V(64)		F	III		V(64)	V			64				M	0	0	1, 0, 4		1	1
132	130	385	3.0	0	0	3/4	4	1		V7		F	III		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
133	131	388	3.0	0	0	3/4	4	1		I		F	III		I	I							M	0	0	0, 4, 1		0	0
134	132	391	3.0	0	0	3/4	4	1		I6		F	III		I6	I		6					M	0	0	4, 1, 0		0	4
135	133	394	3.0	0	0	3/4	4	1		vi7		F	III		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
136	134	397	2.0	0	0	3/4	4	1		V		F	III		V	V							M	0	0	1, 5, 2		1	1
136	134	399	14.0	1/2	1/2	3/4	4	1		V7		F	III		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
141	139	413	2.0	1/4	1/4	3/4	4	1		V65		F	III		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
142	140	415	1.0	0	0	3/4	4	1		V43		F	III		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
142	140	416	2.0	1/4	1/4	3/4	4	1		V		F	III		V	V							M	0	0	1, 5, 2		1	1
143	141	418	4.0	0	0	3/4	4	1		V7		F	III		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
144	142	422	1.5	1/4	1/4	3/4	4	1		IV6		F	III		IV6	IV		6					M	0	0	3, 0, -1		-1	3
144	142	847/2	0.5	5/8	5/8	3/4	4	1		viio		F	III		viio	vii	o						o	0	0	5, 2, -1		5	5
145	143	424	48.0	0	0	3/4	4	1		I[I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
161	159	472	6.0	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
163	161	478	6.0	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
165	163	484	6.0	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
167	165	490	6.0	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
169	167	496	6.0	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
171	169	502	6.0	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
173	171	508	6.0	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
175	173	514	6.0	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
177	175	520	3.0	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
178	176	523	3.0	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
179	177	526	3.0	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
180	178	529	3.0	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
181	179	532	3.0	0	0	3/4	4	1		V7		F	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
182	180	535	30.0	0	0	3/4	4	1		I		F	III	I	I	I							M	0	0	0, 4, 1		0	0
192	190	565	1.0	0	0	3/4	4	1		I]		F	III	I	I	I							M	0	0	0, 4, 1		0	0
192	190	566	6.0	1/4	1/4	3/4	4	1		@none		F	III		@none	@none							m	0	0				
194	192	572	6.0	1/4	1/4	3/4	4	1		I.I		F	I		I	I							M	0	0	0, 4, 1		0	0
196	194	578	20.0	1/4	1/4	3/4	4	1		@none		F	I		@none	@none							m	0	0				
203	201	598	1.0	0	0	3/4	4	1		I(+2)		F	I		I(+2)	I			+2				M	0	0	0, 4, 1	2	0	0
