mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
4	4	9	3.0		0	0	4/4	3	1	3/4		1/2	3/2		-4	56	Ab3	3	47
4	4	9	3.0		0	0	4/4	2	1	3/4		1/2	3/2		0	60	C4	4	45
4	4	9	2.0		0	0	4/4	1	1	1/2		1/2	1	1	-1	65	F4	4	37
4	4	19/2	0.5		1/8	1/8	4/4	4	1	1/8		1/8	1		0	48	C3	3	50
4	4	10	0.5		1/4	1/4	4/4	4	1	1/8		1/8	1		0	48	C3	3	51
4	4	21/2	0.5		3/8	3/8	4/4	4	1	1/8		1/8	1		0	48	C3	3	52
4	4	11	0.0		1/2	1/2	4/4	1	1	0	grace8after	1/8	1		-1	65	F4	4	38
4	4	11	0.0		1/2	1/2	4/4	1	1	0	grace8after	1/8	1		1	67	G4	4	39
4	4	11	0.5		1/2	1/2	4/4	4	1	1/8		1/8	1		0	48	C3	3	53
4	4	11	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1	-1	-1	65	F4	4	40
4	4	23/2	0.0		5/8	5/8	4/4	1	1	0	appoggiatura	1/8	1		4	64	E4	4	41
4	4	23/2	0.5		5/8	5/8	4/4	4	1	1/8		1/8	1		0	48	C3	3	54
4	4	23/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		-1	65	F4	4	42
4	4	12	0.5		3/4	3/4	4/4	4	1	1/8		1/8	1		0	48	C3	3	55
4	4	12	1.0		3/4	3/4	4/4	3	1	1/4		1/4	1		-2	58	Bb3	3	48
4	4	12	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		4	64	E4	4	46
4	4	12	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		-4	68	Ab4	4	43
4	4	25/2	0.5		7/8	7/8	4/4	4	1	1/8		1/8	1		0	48	C3	3	56
4	4	25/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	44
5	5	13	0.5		0	0	4/4	4	1	1/8		1/8	1		0	48	C3	3	65
5	5	13	1.5		0	0	4/4	3	1	3/8		1/4	3/2		-5	61	Db4	4	62
5	5	13	2.0		0	0	4/4	2	1	1/2		1/2	1		4	64	E4	4	60
5	5	13	2.0		0	0	4/4	1	1	1/2		1/2	1		1	67	G4	4	57
5	5	27/2	0.5		1/8	1/8	4/4	4	1	1/8		1/8	1		0	48	C3	3	66
5	5	14	0.5		1/4	1/4	4/4	4	1	1/8		1/8	1		0	48	C3	3	67
5	5	29/2	0.5		3/8	3/8	4/4	4	1	1/8		1/8	1		0	48	C3	3	68
5	5	29/2	0.5		3/8	3/8	4/4	3	1	1/8		1/8	1		-2	58	Bb3	3	63
5	5	15	0.5		1/2	1/2	4/4	4	1	1/8		1/8	1		0	48	C3	3	69
5	5	15	1.0		1/2	1/2	4/4	3	1	1/4		1/4	1		-4	56	Ab3	3	64
5	5	15	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		0	60	C4	4	61
5	5	15	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		-1	65	F4	4	58
5	5	31/2	0.5		5/8	5/8	4/4	4	1	1/8		1/8	1		0	48	C3	3	70
5	5	16	0.5		3/4	3/4	4/4	4	1	1/8		1/8	1		0	48	C3	3	71
5	5	16	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		-1	65	F4	4	59
5	5	33/2	0.5		7/8	7/8	4/4	4	1	1/8		1/8	1		0	48	C3	3	72
6	6	17	0.5		0	0	4/4	4	1	1/8		1/8	1		0	36	C2	2	81
6	6	17	0.5		0	0	4/4	1	1	1/8		1/8	1		-1	65	F4	4	73
6	6	35/2	0.5		1/8	1/8	4/4	4	1	1/8		1/8	1		0	48	C3	3	82
6	6	35/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		2	74	D5	5	74
6	6	18	0.5		1/4	1/4	4/4	4	1	1/8		1/8	1		0	48	C3	3	83
6	6	18	2.0		1/4	1/4	4/4	3	1	1/2		1/2	1		-4	56	Ab3	3	79
6	6	18	2.0		1/4	1/4	4/4	2	1	1/2		1/2	1		-1	65	F4	4	77
6	6	18	2.0		1/4	1/4	4/4	1	1	1/2		1/2	1		2	74	D5	5	75
6	6	37/2	0.5		3/8	3/8	4/4	4	1	1/8		1/8	1		0	48	C3	3	84
6	6	19	0.5		1/2	1/2	4/4	4	1	1/8		1/8	1		0	48	C3	3	85
6	6	39/2	0.5		5/8	5/8	4/4	4	1	1/8		1/8	1		0	48	C3	3	86
6	6	20	0.5		3/4	3/4	4/4	4	1	1/8		1/8	1		0	48	C3	3	87
6	6	20	1.0		3/4	3/4	4/4	3	1	1/4		1/4	1		1	55	G3	3	80
6	6	20	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		-3	63	Eb4	4	78
6	6	20	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		0	72	C5	5	76
6	6	41/2	0.5		7/8	7/8	4/4	4	1	1/8		1/8	1		0	48	C3	3	88
7	7	21	0.5		0	0	4/4	4	1	1/8		1/8	1		0	36	C2	2	101
7	7	21	0.5		0	0	4/4	3	1	1/8		1/8	1		-1	53	F3	3	97
7	7	21	0.5		0	0	4/4	2	1	1/8		1/8	1		2	62	D4	4	93
7	7	21	0.5		0	0	4/4	1	1	1/8		1/8	1		5	71	B4	4	89
7	7	43/2	0.5		1/8	1/8	4/4	4	1	1/8		1/8	1		0	48	C3	3	102
7	7	43/2	0.5		1/8	1/8	4/4	3	1	1/8		1/8	1		5	59	B3	3	98
7	7	43/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		-4	68	Ab4	4	94
7	7	43/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		-1	77	F5	5	90
7	7	22	0.5		1/4	1/4	4/4	4	1	1/8		1/8	1		0	48	C3	3	103
7	7	22	2.0		1/4	1/4	4/4	3	1	1/2		1/2	1		5	59	B3	3	99
7	7	22	2.0		1/4	1/4	4/4	2	1	1/2		1/2	1		-4	68	Ab4	4	95
7	7	22	2.0		1/4	1/4	4/4	1	1	1/2		1/2	1		-1	77	F5	5	91
7	7	45/2	0.5		3/8	3/8	4/4	4	1	1/8		1/8	1		0	48	C3	3	104
7	7	23	0.5		1/2	1/2	4/4	4	1	1/8		1/8	1		0	48	C3	3	105
7	7	47/2	0.5		5/8	5/8	4/4	4	1	1/8		1/8	1		0	48	C3	3	106
7	7	24	0.5		3/4	3/4	4/4	4	1	1/8		1/8	1		0	48	C3	3	107
7	7	24	1.0		3/4	3/4	4/4	3	1	1/4		1/4	1		0	60	C4	4	100
7	7	24	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		1	67	G4	4	96
7	7	24	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		-3	75	Eb5	5	92
7	7	49/2	0.5		7/8	7/8	4/4	4	1	1/8		1/8	1		0	48	C3	3	108
8	8	25	0.5		0	0	4/4	4	1	1/8		1/8	1		-1	53	F3	3	129
8	8	25	0.5		0	0	4/4	3	1	1/8		1/8	1		-1	65	F4	4	121
8	8	25	0.5		0	0	4/4	2	1	1/8		1/8	1		-4	68	Ab4	4	113
8	8	25	0.5		0	0	4/4	1	1	1/8		1/8	1		-3	75	Eb5	5	109
8	8	51/2	0.5		1/8	1/8	4/4	4	1	1/8		1/8	1		-1	53	F3	3	130
8	8	51/2	0.5		1/8	1/8	4/4	3	1	1/8		1/8	1		-1	65	F4	4	122
8	8	51/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		-4	68	Ab4	4	114
8	8	51/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		2	74	D5	5	110
8	8	26	0.5		1/4	1/4	4/4	4	1	1/8		1/8	1		-4	56	Ab3	3	131
8	8	26	0.5		1/4	1/4	4/4	3	1	1/8		1/8	1		-3	63	Eb4	4	123
8	8	26	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		6	66	F#4	4	115
8	8	26	2.0		1/4	1/4	4/4	1	1	1/2		1/2	1		0	72	C5	5	111
8	8	53/2	0.5		3/8	3/8	4/4	4	1	1/8		1/8	1		-4	56	Ab3	3	132
8	8	53/2	0.5		3/8	3/8	4/4	3	1	1/8		1/8	1		-3	63	Eb4	4	124
8	8	53/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		6	66	F#4	4	116
8	8	27	0.5		1/2	1/2	4/4	4	1	1/8		1/8	1		6	54	F#3	3	133
8	8	27	0.5		1/2	1/2	4/4	3	1	1/8		1/8	1		-3	63	Eb4	4	125
8	8	27	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		3	69	A4	4	117
8	8	55/2	0.5		5/8	5/8	4/4	4	1	1/8		1/8	1		6	54	F#3	3	134
8	8	55/2	0.5		5/8	5/8	4/4	3	1	1/8		1/8	1		-3	63	Eb4	4	126
8	8	55/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		3	69	A4	4	118
8	8	28	0.5		3/4	3/4	4/4	4	1	1/8		1/8	1		1	55	G3	3	135
8	8	28	0.5		3/4	3/4	4/4	3	1	1/8		1/8	1		2	62	D4	4	127
8	8	28	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		-1	65	F4	4	119
8	8	28	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		5	71	B4	4	112
8	8	57/2	0.5		7/8	7/8	4/4	4	1	1/8		1/8	1		1	55	G3	3	136
8	8	57/2	0.5		7/8	7/8	4/4	3	1	1/8		1/8	1		2	62	D4	4	128
8	8	57/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	120
9	9	29	0.5		0	0	4/4	4	1	1/8		1/8	1		-3	51	Eb3	3	157
9	9	29	0.5		0	0	4/4	3	1	1/8		1/8	1		1	55	G3	3	149
9	9	29	0.5		0	0	4/4	2	1	1/8		1/8	1		1	67	G4	4	141
9	9	29	1.5		0	0	4/4	1	1	3/8		1/4	3/2		0	72	C5	5	137
9	9	59/2	0.5		1/8	1/8	4/4	4	1	1/8		1/8	1		-3	51	Eb3	3	158
9	9	59/2	0.5		1/8	1/8	4/4	3	1	1/8		1/8	1		1	55	G3	3	150
9	9	59/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		1	67	G4	4	142
9	9	30	0.5		1/4	1/4	4/4	4	1	1/8		1/8	1		-3	51	Eb3	3	159
9	9	30	0.5		1/4	1/4	4/4	3	1	1/8		1/8	1		1	55	G3	3	151
9	9	30	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		1	67	G4	4	143
9	9	61/2	0.5		3/8	3/8	4/4	4	1	1/8		1/8	1		5	47	B2	2	160
9	9	61/2	0.5		3/8	3/8	4/4	3	1	1/8		1/8	1		-1	65	F4	4	152
9	9	61/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		1	67	G4	4	144
9	9	61/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		2	74	D5	5	138
9	9	31	0.5		1/2	1/2	4/4	4	1	1/8		1/8	1		0	48	C3	3	161
9	9	31	0.5		1/2	1/2	4/4	3	1	1/8		1/8	1		-3	63	Eb4	4	153
9	9	31	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		1	67	G4	4	145
9	9	31	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		-3	75	Eb5	5	139
9	9	63/2	0.5		5/8	5/8	4/4	3	1	1/8		1/8	1		1	55	G3	3	154
9	9	63/2	0.5		5/8	5/8	4/4	4	1	1/8		1/8	1		1	55	G3	3	162
9	9	63/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		1	67	G4	4	146
9	9	32	0.5		3/4	3/4	4/4	3	1	1/8		1/8	1		-3	51	Eb3	3	155
9	9	32	0.5		3/4	3/4	4/4	4	1	1/8		1/8	1		-3	51	Eb3	3	163
9	9	32	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	147
9	9	65/2	0.5		7/8	7/8	4/4	3	1	1/8		1/8	1		0	48	C3	3	156
9	9	65/2	0.5		7/8	7/8	4/4	4	1	1/8		1/8	1		0	48	C3	3	164
9	9	65/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	148
9	9	65/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	140
10	10	33	0.5		0	0	4/4	4	1	1/8		1/8	1		1	43	G2	2	185
10	10	33	0.5		0	0	4/4	2	1	1/8		1/8	1		1	55	G3	3	169
10	10	33	0.5		0	0	4/4	3	1	1/8		1/8	1		1	55	G3	3	177
10	10	33	0.5		0	0	4/4	1	1	1/8		1/8	1		5	71	B4	4	165
10	10	67/2	0.5		1/8	1/8	4/4	4	1	1/8		1/8	1		-1	53	F3	3	186
10	10	67/2	0.5		1/8	1/8	4/4	3	1	1/8		1/8	1		5	59	B3	3	178
10	10	67/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	170
10	10	67/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		-4	80	Ab5	5	166
10	10	34	0.5		1/4	1/4	4/4	4	1	1/8		1/8	1		-1	53	F3	3	187
10	10	34	0.5		1/4	1/4	4/4	3	1	1/8		1/8	1		5	59	B3	3	179
10	10	34	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	171
10	10	34	2.0		1/4	1/4	4/4	1	1	1/2		1/2	1		-4	80	Ab5	5	167
10	10	69/2	0.5		3/8	3/8	4/4	4	1	1/8		1/8	1		-1	53	F3	3	188
10	10	69/2	0.5		3/8	3/8	4/4	3	1	1/8		1/8	1		5	59	B3	3	180
10	10	69/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	172
10	10	35	0.5		1/2	1/2	4/4	4	1	1/8		1/8	1		-1	53	F3	3	189
10	10	35	0.5		1/2	1/2	4/4	3	1	1/8		1/8	1		5	59	B3	3	181
10	10	35	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		2	62	D4	4	173
10	10	71/2	0.5		5/8	5/8	4/4	4	1	1/8		1/8	1		-1	53	F3	3	190
10	10	71/2	0.5		5/8	5/8	4/4	3	1	1/8		1/8	1		5	59	B3	3	182
10	10	71/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	174
10	10	36	0.5		3/4	3/4	4/4	4	1	1/8		1/8	1		-3	51	Eb3	3	191
10	10	36	0.5		3/4	3/4	4/4	3	1	1/8		1/8	1		0	60	C4	4	183
10	10	36	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	175
10	10	36	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		1	79	G5	5	168
10	10	73/2	0.5		7/8	7/8	4/4	4	1	1/8		1/8	1		-3	51	Eb3	3	192
10	10	73/2	0.5		7/8	7/8	4/4	3	1	1/8		1/8	1		0	60	C4	4	184
10	10	73/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	176
11	11	37	0.5		0	0	4/4	1	1	1/8		1/8	1		-1	77	F5	5	193
11	11	75/2	0.5		1/8	1/8	4/4	4	1	1/8		1/8	1		5	47	B2	2	211
11	11	75/2	0.5		1/8	1/8	4/4	3	1	1/8		1/8	1		1	55	G3	3	204
11	11	75/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	197
11	11	75/2	0.5		1/8	1/8	4/4	1	1	1/8		1/8	1		-1	89	F6	6	194
11	11	38	0.5		1/4	1/4	4/4	4	1	1/8		1/8	1		5	47	B2	2	212
11	11	38	0.5		1/4	1/4	4/4	3	1	1/8		1/8	1		1	55	G3	3	205
11	11	38	0.5		1/4	1/4	4/4	2	1	1/8		1/8	1		2	74	D5	5	198
11	11	38	2.0		1/4	1/4	4/4	1	1	1/2		1/2	1		-1	89	F6	6	195
11	11	77/2	0.5		3/8	3/8	4/4	4	1	1/8		1/8	1		5	47	B2	2	213
11	11	77/2	0.5		3/8	3/8	4/4	3	1	1/8		1/8	1		1	55	G3	3	206
11	11	77/2	0.5		3/8	3/8	4/4	2	1	1/8		1/8	1		2	74	D5	5	199
11	11	39	0.5		1/2	1/2	4/4	4	1	1/8		1/8	1		5	47	B2	2	214
11	11	39	0.5		1/2	1/2	4/4	3	1	1/8		1/8	1		1	55	G3	3	207
11	11	39	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1		2	74	D5	5	200
11	11	79/2	0.5		5/8	5/8	4/4	4	1	1/8		1/8	1		5	47	B2	2	215
11	11	79/2	0.5		5/8	5/8	4/4	3	1	1/8		1/8	1		1	55	G3	3	208
11	11	79/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		2	74	D5	5	201
11	11	40	0.5		3/4	3/4	4/4	4	1	1/8		1/8	1		0	48	C3	3	216
11	11	40	0.5		3/4	3/4	4/4	3	1	1/8		1/8	1		1	55	G3	3	209
11	11	40	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		-3	75	Eb5	5	202
11	11	40	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		-3	87	Eb6	6	196
11	11	81/2	0.5		7/8	7/8	4/4	4	1	1/8		1/8	1		0	48	C3	3	217
11	11	81/2	0.5		7/8	7/8	4/4	3	1	1/8		1/8	1		1	55	G3	3	210
11	11	81/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		-3	75	Eb5	5	203
12	12	41	0.5		0	0	4/4	4	1	1/8		1/8	1		-1	41	F2	2	238
12	12	41	0.5		0	0	4/4	3	1	1/8		1/8	1		-4	56	Ab3	3	230
12	12	41	1.0		0	0	4/4	2	1	1/4		1/4	1		-3	75	Eb5	5	224
12	12	41	1.0		0	0	4/4	1	1	1/4		1/4	1		-3	87	Eb6	6	218
12	12	83/2	0.5		1/8	1/8	4/4	4	1	1/8		1/8	1		-1	53	F3	3	239
12	12	83/2	0.5		1/8	1/8	4/4	3	1	1/8		1/8	1		0	60	C4	4	231
12	12	83/2	0.5		1/8	1/8	4/4	3	1	1/8		1/8	1		-4	68	Ab4	4	231
12	12	42	0.5		1/4	1/4	4/4	4	1	1/8		1/8	1		-1	53	F3	3	240
12	12	42	0.5		1/4	1/4	4/4	3	1	1/8		1/8	1		0	60	C4	4	232
12	12	42	0.5		1/4	1/4	4/4	3	1	1/8		1/8	1		-4	68	Ab4	4	232
12	12	42	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1	1	2	74	D5	5	225
12	12	42	1.0		1/4	1/4	4/4	1	1	1/4		1/4	1	1	2	86	D6	6	219
12	12	85/2	0.5		3/8	3/8	4/4	4	1	1/8		1/8	1		-1	53	F3	3	241
12	12	85/2	0.5		3/8	3/8	4/4	3	1	1/8		1/8	1		0	60	C4	4	233
12	12	85/2	0.5		3/8	3/8	4/4	3	1	1/8		1/8	1		-4	68	Ab4	4	233
12	12	43	0.5		1/2	1/2	4/4	4	1	1/8		1/8	1		-4	56	Ab3	3	242
12	12	43	0.5		1/2	1/2	4/4	3	1	1/8		1/8	1		0	60	C4	4	234
12	12	43	0.5		1/2	1/2	4/4	3	1	1/8		1/8	1		-1	65	F4	4	234
12	12	43	0.5		1/2	1/2	4/4	2	1	1/8		1/8	1	-1	2	74	D5	5	226
12	12	43	0.5		1/2	1/2	4/4	1	1	1/8		1/8	1	-1	2	86	D6	6	220
12	12	87/2	0.5		5/8	5/8	4/4	4	1	1/8		1/8	1		-4	56	Ab3	3	243
12	12	87/2	0.5		5/8	5/8	4/4	3	1	1/8		1/8	1		0	60	C4	4	235
12	12	87/2	0.5		5/8	5/8	4/4	3	1	1/8		1/8	1		-1	65	F4	4	235
12	12	87/2	0.5		5/8	5/8	4/4	2	1	1/8		1/8	1		2	74	D5	5	227
12	12	87/2	0.5		5/8	5/8	4/4	1	1	1/8		1/8	1		2	86	D6	6	221
12	12	44	0.5		3/4	3/4	4/4	4	1	1/8		1/8	1		-1	53	F3	3	244
12	12	44	0.5		3/4	3/4	4/4	3	1	1/8		1/8	1		0	60	C4	4	236
12	12	44	0.5		3/4	3/4	4/4	3	1	1/8		1/8	1		-4	68	Ab4	4	236
12	12	44	0.5		3/4	3/4	4/4	2	1	1/8		1/8	1		-1	77	F5	5	228
12	12	44	0.5		3/4	3/4	4/4	1	1	1/8		1/8	1		-1	89	F6	6	222
12	12	89/2	0.5		7/8	7/8	4/4	4	1	1/8		1/8	1		-1	53	F3	3	245
12	12	89/2	0.5		7/8	7/8	4/4	3	1	1/8		1/8	1		0	60	C4	4	237
12	12	89/2	0.5		7/8	7/8	4/4	3	1	1/8		1/8	1		-4	68	Ab4	4	237
12	12	89/2	0.5		7/8	7/8	4/4	2	1	1/8		1/8	1		2	74	D5	5	229
12	12	89/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		2	86	D6	6	223
13	13	45	0.5		0	0	4/4	4	1	1/8		1/8	1		6	54	F#3	3	260
13	13	45	0.5		0	0	4/4	3	1	1/8		1/8	1		0	60	C4	4	252
13	13	45	0.5		0	0	4/4	3	1	1/8		1/8	1		3	69	A4	4	252
13	13	45	1.0		0	0	4/4	2	1	1/4		1/4	1		2	74	D5	5	249
13	13	45	1.0		0	0	4/4	1	1	1/4		1/4	1		2	86	D6	6	246
13	13	91/2	0.5		1/8	1/8	4/4	4	1	1/8		1/8	1		6	54	F#3	3	261
13	13	91/2	0.5		1/8	1/8	4/4	3	1	1/8		1/8	1		0	60	C4	4	253
13	13	91/2	0.5		1/8	1/8	4/4	3	1	1/8		1/8	1		3	69	A4	4	253
13	13	46	0.5		1/4	1/4	4/4	4	1	1/8		1/8	1		-4	56	Ab3	3	262
13	13	46	2.0		1/4	1/4	4/4	2	1	1/2		1/2	1		-3	63	Eb4	4	250
13	13	46	0.5		1/4	1/4	4/4	3	1	1/8		1/8	1		6	66	F#4	4	254
13	13	46	2.0		1/4	1/4	4/4	2	1	1/2		1/2	1		0	72	C5	5	250
13	13	46	2.0		1/4	1/4	4/4	1	1	1/2		1/2	1		0	84	C6	6	247
13	13	93/2	0.5		3/8	3/8	4/4	4	1	1/8		1/8	1		-4	56	Ab3	3	263
13	13	93/2	0.5		3/8	3/8	4/4	3	1	1/8		1/8	1		6	66	F#4	4	255
13	13	47	0.5		1/2	1/2	4/4	4	1	1/8		1/8	1		1	55	G3	3	264
13	13	47	0.5		1/2	1/2	4/4	3	1	1/8		1/8	1		1	67	G4	4	256
13	13	95/2	0.5		5/8	5/8	4/4	4	1	1/8		1/8	1		1	55	G3	3	265
13	13	95/2	0.5		5/8	5/8	4/4	3	1	1/8		1/8	1		1	67	G4	4	257
13	13	48	0.5		3/4	3/4	4/4	4	1	1/8		1/8	1		1	43	G2	2	266
13	13	48	0.5		3/4	3/4	4/4	3	1	1/8		1/8	1		1	55	G3	3	258
13	13	48	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		2	62	D4	4	251
13	13	48	0.5		3/4	3/4	4/4	3	1	1/8		1/8	1		-1	65	F4	4	258
13	13	48	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		5	71	B4	4	251
13	13	48	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1		5	83	B5	5	248
13	13	97/2	0.5		7/8	7/8	4/4	4	1	1/8		1/8	1		1	43	G2	2	267
13	13	97/2	0.5		7/8	7/8	4/4	3	1	1/8		1/8	1		1	55	G3	3	259
13	13	97/2	0.5		7/8	7/8	4/4	3	1	1/8		1/8	1		-1	65	F4	4	259
14	14	49	1.0		0	0	4/4	4	1	1/4		1/4	1		0	48	C3	3	273
14	14	49	1.0		0	0	4/4	2	1	1/4		1/4	1		1	55	G3	3	269
14	14	49	1.0		0	0	4/4	3	1	1/4		1/4	1		1	55	G3	3	271
14	14	49	1.0		0	0	4/4	2	1	1/4		1/4	1		-3	63	Eb4	4	269
14	14	49	1.0		0	0	4/4	3	1	1/4		1/4	1		-3	63	Eb4	4	271
14	14	49	1.0		0	0	4/4	2	1	1/4		1/4	1		0	72	C5	5	269
14	14	49	1.0		0	0	4/4	1	1	1/4		1/4	1		0	84	C6	6	268
