mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
4	4	7/8	7/8	9/8	1	1	1/16		1/16	1		7	73		93
4	4	15/16	15/16	9/8	1	1	1/16		1/16	1		2	74		94
4	4	1	1	9/8	4	1	1/8		1/8	1		2	50		123
4	4	1	1	9/8	3	1	1/8		1/8	1		-1	53		114
4	4	1	1	9/8	2	1	1/8		1/8	1		-2	58		105
4	4	1	1	9/8	1	1	1/16		1/16	1		-1	77		95
4	4	17/16	17/16	9/8	1	1	1/16		1/16	1		4	76		96
5	5	0	0	9/8	4	1	1/8		1/8	1		4	52		149
5	5	0	0	9/8	3	1	1/8		1/8	1		1	55		140
5	5	0	0	9/8	2	1	1/8		1/8	1		-2	58		131
5	5	0	0	9/8	1	1	3/8		1/4	3/2		2	74		124
5	5	1/8	1/8	9/8	4	1	1/8		1/8	1		4	52		150
5	5	1/8	1/8	9/8	3	1	1/8		1/8	1		1	55		141
5	5	1/8	1/8	9/8	2	1	1/8		1/8	1		-2	58		132
5	5	1/4	1/4	9/8	4	1	1/8		1/8	1		4	52		151
5	5	1/4	1/4	9/8	3	1	1/8		1/8	1		1	55		142
5	5	1/4	1/4	9/8	2	1	1/8		1/8	1		-2	58		133
5	5	3/8	3/8	9/8	4	1	1/8		1/8	1		4	52		152
5	5	3/8	3/8	9/8	3	1	1/8		1/8	1		1	55		143
5	5	3/8	3/8	9/8	2	1	1/8		1/8	1		-2	58		134
5	5	3/8	3/8	9/8	1	1	3/8		1/4	3/2	1	7	73		125
5	5	1/2	1/2	9/8	4	1	1/8		1/8	1		4	52		153
5	5	1/2	1/2	9/8	3	1	1/8		1/8	1		1	55		144
5	5	1/2	1/2	9/8	2	1	1/8		1/8	1		-2	70		135
5	5	5/8	5/8	9/8	4	1	1/8		1/8	1		4	52		154
5	5	5/8	5/8	9/8	3	1	1/8		1/8	1		1	55		145
5	5	5/8	5/8	9/8	2	1	1/8		1/8	1		-2	70		136
5	5	3/4	3/4	9/8	4	1	1/8		1/8	1		4	52		155
5	5	3/4	3/4	9/8	3	1	1/8		1/8	1		1	55		146
5	5	3/4	3/4	9/8	2	1	1/8		1/8	1		-2	70		137
5	5	3/4	3/4	9/8	1	1	1/8		1/8	1	-1	7	73		126
5	5	7/8	7/8	9/8	4	1	1/8		1/8	1		4	52		156
5	5	7/8	7/8	9/8	3	1	1/8		1/8	1		1	55		147
5	5	7/8	7/8	9/8	2	1	1/8		1/8	1		1	67		138
5	5	7/8	7/8	9/8	1	1	1/16		1/16	1		7	73		127
5	5	15/16	15/16	9/8	1	1	1/16		1/16	1		2	74		128
5	5	1	1	9/8	4	1	1/8		1/8	1		4	52		157
5	5	1	1	9/8	3	1	1/8		1/8	1		1	55		148
5	5	1	1	9/8	2	1	1/8		1/8	1		4	64		139
5	5	1	1	9/8	1	1	1/16		1/16	1		4	76		129
5	5	17/16	17/16	9/8	1	1	1/16		1/16	1		-1	77		130
6	6	0	0	9/8	4	1	1/8		1/8	1		4	52		185
6	6	0	0	9/8	3	1	1/8		1/8	1		1	55		176
6	6	0	0	9/8	2	1	1/8		1/8	1		7	61		167
6	6	0	0	9/8	1	1	3/8		1/4	3/2	1	1	79		158
6	6	1/8	1/8	9/8	4	1	1/8		1/8	1		4	52		186
6	6	1/8	1/8	9/8	3	1	1/8		1/8	1		1	55		177
6	6	1/8	1/8	9/8	2	1	1/8		1/8	1		7	61		168
6	6	1/4	1/4	9/8	4	1	1/8		1/8	1		4	52		187
6	6	1/4	1/4	9/8	3	1	1/8		1/8	1		1	55		178
6	6	1/4	1/4	9/8	2	1	1/8		1/8	1		7	61		169
6	6	3/8	3/8	9/8	4	1	1/8		1/8	1		4	52		188
6	6	3/8	3/8	9/8	3	1	1/8		1/8	1		1	55		179
6	6	3/8	3/8	9/8	2	1	1/8		1/8	1		7	61		170
6	6	3/8	3/8	9/8	1	1	1/8		1/8	1	-1	1	79		159
6	6	1/2	1/2	9/8	1	1	0	acciaccatura	1/8	1		3	81		160
6	6	1/2	1/2	9/8	4	1	1/8		1/8	1		4	52		189
6	6	1/2	1/2	9/8	3	1	1/8		1/8	1		1	55		180
6	6	1/2	1/2	9/8	2	1	1/8		1/8	1		7	61		171
6	6	1/2	1/2	9/8	1	1	1/16		1/16	1		1	79		161
6	6	9/16	9/16	9/8	1	1	1/16		1/16	1		6	78		162
6	6	5/8	5/8	9/8	4	1	1/8		1/8	1		4	52		190
6	6	5/8	5/8	9/8	3	1	1/8		1/8	1		1	55		181
6	6	5/8	5/8	9/8	2	1	1/8		1/8	1		7	61		172
6	6	5/8	5/8	9/8	1	1	1/16		1/16	1		1	79		163
6	6	11/16	11/16	9/8	1	1	1/16		1/16	1		3	81		164
6	6	3/4	3/4	9/8	4	1	1/8		1/8	1		4	52		191
6	6	3/4	3/4	9/8	3	1	1/8		1/8	1		1	55		182
6	6	3/4	3/4	9/8	2	1	1/8		1/8	1		7	61		173
6	6	3/4	3/4	9/8	1	1	1/4		1/4	1		-2	82		165
6	6	7/8	7/8	9/8	4	1	1/8		1/8	1		4	52		192
6	6	7/8	7/8	9/8	3	1	1/8		1/8	1		1	55		183
6	6	7/8	7/8	9/8	2	1	1/8		1/8	1		7	61		174
6	6	1	1	9/8	4	1	1/8		1/8	1		4	52		193
6	6	1	1	9/8	3	1	1/8		1/8	1		1	55		184
6	6	1	1	9/8	2	1	1/8		1/8	1		7	61		175
6	6	1	1	9/8	1	1	1/8		1/8	1		7	73		166
7	7	0	0	9/8	4	1	1/8		1/8	1		-1	53		217
7	7	0	0	9/8	3	1	1/8		1/8	1		3	57		208
7	7	0	0	9/8	2	1	1/8		1/8	1		7	61		199
7	7	0	0	9/8	1	1	3/8		1/4	3/2		4	76		194
7	7	1/8	1/8	9/8	4	1	1/8		1/8	1		-1	53		218
7	7	1/8	1/8	9/8	3	1	1/8		1/8	1		3	57		209
7	7	1/8	1/8	9/8	2	1	1/8		1/8	1		2	62		200
7	7	1/4	1/4	9/8	4	1	1/8		1/8	1		-1	53		219
7	7	1/4	1/4	9/8	3	1	1/8		1/8	1		3	57		210
7	7	1/4	1/4	9/8	2	1	1/8		1/8	1		2	62		201
7	7	3/8	3/8	9/8	4	1	1/8		1/8	1		-1	53		220
7	7	3/8	3/8	9/8	3	1	1/8		1/8	1		3	57		211
7	7	3/8	3/8	9/8	2	1	1/8		1/8	1		2	62		202
7	7	3/8	3/8	9/8	1	1	3/8		1/4	3/2	1	2	74		195
7	7	1/2	1/2	9/8	4	1	1/8		1/8	1		-1	53		221
7	7	1/2	1/2	9/8	3	1	1/8		1/8	1		3	57		212
7	7	1/2	1/2	9/8	2	1	1/8		1/8	1		2	62		203
7	7	5/8	5/8	9/8	4	1	1/8		1/8	1		-1	53		222
7	7	5/8	5/8	9/8	3	1	1/8		1/8	1		3	57		213
7	7	5/8	5/8	9/8	2	1	1/8		1/8	1		2	62		204
7	7	3/4	3/4	9/8	4	1	1/8		1/8	1		-1	53		223
7	7	3/4	3/4	9/8	3	1	1/8		1/8	1		3	57		214
7	7	3/4	3/4	9/8	2	1	1/8		1/8	1		2	62		205
7	7	3/4	3/4	9/8	1	1	1/8		1/8	1	-1	2	74		196
7	7	7/8	7/8	9/8	4	1	1/8		1/8	1		4	52		224
7	7	7/8	7/8	9/8	3	1	1/8		1/8	1		1	55		215
7	7	7/8	7/8	9/8	2	1	1/8		1/8	1		7	61		206
7	7	7/8	7/8	9/8	1	1	1/8		1/8	1		4	76		197
7	7	1	1	9/8	4	1	1/8		1/8	1		2	50		225
7	7	1	1	9/8	3	1	1/8		1/8	1		-1	53		216
7	7	1	1	9/8	2	1	1/8		1/8	1		2	62		207
7	7	1	1	9/8	1	1	1/8		1/8	1		-1	77		198
8	8	0	0	9/8	4	1	1/8		1/8	1		1	55		249
8	8	0	0	9/8	3	1	1/8		1/8	1		-2	58		240
8	8	0	0	9/8	2	1	1/8		1/8	1		2	62		231
8	8	0	0	9/8	1	1	3/8		1/4	3/2		-1	77		226
8	8	1/8	1/8	9/8	4	1	1/8		1/8	1		1	43		250
8	8	1/8	1/8	9/8	3	1	1/8		1/8	1		-2	58		241
8	8	1/8	1/8	9/8	2	1	1/8		1/8	1		2	62		232
8	8	1/4	1/4	9/8	4	1	1/8		1/8	1		1	43		251
8	8	1/4	1/4	9/8	3	1	1/8		1/8	1		-2	58		242
8	8	1/4	1/4	9/8	2	1	1/8		1/8	1		2	62		233
8	8	3/8	3/8	9/8	4	1	1/8		1/8	1		1	43		252
8	8	3/8	3/8	9/8	3	1	1/8		1/8	1		-2	58		243
8	8	3/8	3/8	9/8	2	1	1/8		1/8	1		2	62		234
8	8	3/8	3/8	9/8	1	1	3/8		1/4	3/2	1	4	76		227
8	8	1/2	1/2	9/8	4	1	1/8		1/8	1		1	43		253
8	8	1/2	1/2	9/8	3	1	1/8		1/8	1		-2	58		244
8	8	1/2	1/2	9/8	2	1	1/8		1/8	1		2	62		235
8	8	5/8	5/8	9/8	4	1	1/8		1/8	1		1	43		254
8	8	5/8	5/8	9/8	3	1	1/8		1/8	1		-2	58		245
8	8	5/8	5/8	9/8	2	1	1/8		1/8	1		2	62		236
8	8	3/4	3/4	9/8	4	1	1/8		1/8	1		8	44		255
8	8	3/4	3/4	9/8	3	1	1/8		1/8	1		5	59		246
8	8	3/4	3/4	9/8	2	1	1/8		1/8	1		2	62		237
8	8	3/4	3/4	9/8	1	1	1/8		1/8	1	-1	4	76		228
8	8	7/8	7/8	9/8	4	1	1/8		1/8	1		8	44		256
8	8	7/8	7/8	9/8	3	1	1/8		1/8	1		5	59		247
8	8	7/8	7/8	9/8	2	1	1/8		1/8	1		2	62		238
8	8	7/8	7/8	9/8	1	1	1/8		1/8	1		-1	77		229
8	8	1	1	9/8	4	1	1/8		1/8	1		8	44		257
8	8	1	1	9/8	3	1	1/8		1/8	1		5	59		248
8	8	1	1	9/8	2	1	1/8		1/8	1		2	62		239
8	8	1	1	9/8	1	1	1/8		1/8	1		2	74		230
9	9	0	0	9/8	4	1	1/4		1/4	1		3	45		277
9	9	0	0	9/8	3	1	1/8		1/8	1		4	52		270
9	9	0	0	9/8	2	1	1/4		1/4	1		7	61		264
9	9	0	0	9/8	1	1	1/4		1/4	1		7	73		258
9	9	1/8	1/8	9/8	3	1	1/8		1/8	1		3	57		271
9	9	1/4	1/4	9/8	3	1	1/8		1/8	1		3	57		272
9	9	3/8	3/8	9/8	3	1	3/8		1/4	3/2	1	3	57		273
9	9	1/2	1/2	9/8	4	1	1/8		1/8	1		7	49		278
9	9	1/2	1/2	9/8	2	1	1/8		1/8	1		3	69		265
9	9	1/2	1/2	9/8	1	1	1/8		1/8	1		3	81		259
9	9	5/8	5/8	9/8	4	1	1/8		1/8	1		4	52		279
9	9	5/8	5/8	9/8	2	1	1/8		1/8	1		1	67		266
9	9	5/8	5/8	9/8	1	1	1/8		1/8	1		1	79		260
9	9	3/4	3/4	9/8	4	1	1/8		1/8	1		2	50		280
9	9	3/4	3/4	9/8	3	1	1/8		1/8	1	-1	3	57		274
9	9	3/4	3/4	9/8	2	1	1/8		1/8	1		-1	65		267
9	9	3/4	3/4	9/8	1	1	1/8		1/8	1		-1	77		261
9	9	7/8	7/8	9/8	4	1	1/8		1/8	1		1	43		281
9	9	7/8	7/8	9/8	3	1	1/8		1/8	1		-2	58		275
9	9	7/8	7/8	9/8	2	1	1/8		1/8	1		4	64		268
9	9	7/8	7/8	9/8	1	1	1/8		1/8	1		4	76		262
9	9	1	1	9/8	4	1	1/8		1/8	1		8	44		282
9	9	1	1	9/8	3	1	1/8		1/8	1		5	59		276
9	9	1	1	9/8	2	1	1/8		1/8	1		2	62		269
9	9	1	1	9/8	1	1	1/8		1/8	1		2	74		263
10	10	0	0	9/8	4	1	1/8		1/8	1		3	45		302
10	10	0	0	9/8	3	1	3/8		1/4	3/2	1	4	52		295
10	10	0	0	9/8	2	1	1/4		1/4	1		7	61		289
10	10	0	0	9/8	1	1	1/4		1/4	1		7	73		283
10	10	1/8	1/8	9/8	4	1	1/8		1/8	1		-2	46		303
10	10	1/4	1/4	9/8	4	1	1/8		1/8	1		8	44		304
10	10	3/8	3/8	9/8	4	1	1/8		1/8	1		3	45		305
10	10	3/8	3/8	9/8	3	1	1/8		1/8	1	-1	4	52		296
10	10	3/8	3/8	9/8	2	1	1/4		1/4	1		3	69		290
10	10	3/8	3/8	9/8	1	1	1/4		1/4	1		3	81		284
10	10	1/2	1/2	9/8	4	1	1/8		1/8	1		7	49		306
10	10	1/2	1/2	9/8	3	1	1/8		1/8	1		3	57		297
10	10	5/8	5/8	9/8	4	1	1/8		1/8	1		4	52		307
10	10	5/8	5/8	9/8	3	1	1/8		1/8	1		3	57		298
10	10	5/8	5/8	9/8	2	1	1/8		1/8	1		1	67		291
10	10	5/8	5/8	9/8	1	1	1/8		1/8	1		1	79		285
10	10	3/4	3/4	9/8	4	1	1/8		1/8	1		2	50		308
10	10	3/4	3/4	9/8	3	1	1/8		1/8	1		3	57		299
10	10	3/4	3/4	9/8	2	1	1/8		1/8	1		-1	65		292
10	10	3/4	3/4	9/8	1	1	1/8		1/8	1		-1	77		286
10	10	7/8	7/8	9/8	4	1	1/8		1/8	1		1	43		309
10	10	7/8	7/8	9/8	3	1	1/8		1/8	1		-2	58		300
10	10	7/8	7/8	9/8	2	1	1/8		1/8	1		4	64		293
10	10	7/8	7/8	9/8	1	1	1/8		1/8	1		4	76		287
10	10	1	1	9/8	4	1	1/8		1/8	1		8	44		310
10	10	1	1	9/8	3	1	1/8		1/8	1		5	59		301
10	10	1	1	9/8	2	1	1/8		1/8	1		2	62		294
10	10	1	1	9/8	1	1	1/8		1/8	1		2	74		288
11	11	0	0	9/8	4	1	1/4		1/4	1		3	45		317
11	11	0	0	9/8	3	1	1/4		1/4	1		4	52		315
11	11	0	0	9/8	2	1	1/4		1/4	1		7	61		313
11	11	0	0	9/8	1	1	1/4		1/4	1		7	73		311
11	11	3/4	3/4	9/8	4	1	3/8		1/4	3/2	1	3	57		318
11	11	3/4	3/4	9/8	3	1	3/8		1/4	3/2		2	62		316
11	11	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-1	65		314
11	11	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-2	70		312
12	12	0	0	9/8	4	1	1/4		1/4	1	-1	3	57		325
12	12	0	0	9/8	3	1	1/4		1/4	1		7	61		323
12	12	0	0	9/8	2	1	1/4		1/4	1		4	64		321
12	12	0	0	9/8	1	1	1/4		1/4	1		3	69		319
12	12	3/4	3/4	9/8	4	1	3/8		1/4	3/2		-2	46		326
12	12	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-2	58		320
12	12	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-2	58		322
12	12	3/4	3/4	9/8	3	1	3/8		1/4	3/2		-2	58		324
13	13	0	0	9/8	4	1	1/8		1/8	1		3	45		354
13	13	0	0	9/8	1	1	1/8		1/8	1		3	57		327
13	13	0	0	9/8	2	1	1/4		1/4	1		3	57		341
13	13	0	0	9/8	3	1	3/8		1/4	3/2		3	57		347
13	13	1/8	1/8	9/8	4	1	1/8		1/8	1		7	49		355
13	13	1/8	1/8	9/8	1	1	1/8		1/8	1		7	61		328
13	13	1/4	1/4	9/8	4	1	1/8		1/8	1		4	52		356
13	13	1/4	1/4	9/8	1	1	1/8		1/8	1		4	64		329
13	13	3/8	3/8	9/8	3	1	1/8		1/8	1		3	57		348
13	13	3/8	3/8	9/8	4	1	3/8		1/4	3/2	1	3	57		357
13	13	3/8	3/8	9/8	1	1	1/8		1/8	1		3	69		330
13	13	1/2	1/2	9/8	3	1	1/8		1/8	1		1	55		349
13	13	1/2	1/2	9/8	1	1	1/16		1/16	1		-2	58		331
13	13	1/2	1/2	9/8	2	1	1/8		1/8	1		7	61		342
13	13	9/16	9/16	9/8	1	1	1/16		1/16	1		3	57		332
13	13	5/8	5/8	9/8	3	1	1/8		1/8	1		-1	53		350
13	13	5/8	5/8	9/8	1	1	1/16		1/16	1		-2	58		333
13	13	5/8	5/8	9/8	2	1	1/8		1/8	1		2	62		343
13	13	11/16	11/16	9/8	1	1	1/16		1/16	1		3	57		334
13	13	3/4	3/4	9/8	3	1	1/8		1/8	1		4	52		351
13	13	3/4	3/4	9/8	4	1	1/8		1/8	1	-1	3	57		358
13	13	3/4	3/4	9/8	1	1	1/16		1/16	1		7	61		335
13	13	3/4	3/4	9/8	2	1	1/8		1/8	1		4	64		344
13	13	13/16	13/16	9/8	1	1	1/16		1/16	1		3	57		336
13	13	7/8	7/8	9/8	3	1	1/8		1/8	1		2	50		352
13	13	7/8	7/8	9/8	4	1	1/8		1/8	1		3	57		359
13	13	7/8	7/8	9/8	1	1	1/16		1/16	1		2	62		337
13	13	7/8	7/8	9/8	2	1	1/8		1/8	1		-1	65		345
13	13	15/16	15/16	9/8	1	1	1/16		1/16	1		3	57		338
13	13	1	1	9/8	3	1	1/8		1/8	1		7	49		353
13	13	1	1	9/8	4	1	1/8		1/8	1		3	57		360
13	13	1	1	9/8	1	1	1/16		1/16	1		4	64		339
13	13	1	1	9/8	2	1	1/8		1/8	1		1	67		346
13	13	17/16	17/16	9/8	1	1	1/16		1/16	1		3	57		340
14	14	0	0	9/8	3	1	1/8		1/8	1		2	50		379
14	14	0	0	9/8	4	1	3/4		1/2	3/2	1	3	57		388
14	14	0	0	9/8	1	1	1/8		1/8	1		2	62		361
14	14	0	0	9/8	2	1	1/8		1/8	1		-1	65		370
14	14	1/8	1/8	9/8	3	1	1/8		1/8	1		2	50		380
14	14	1/8	1/8	9/8	2	1	1/8		1/8	1		-1	65		371
14	14	1/8	1/8	9/8	1	1	1/8		1/8	1		3	69		362
14	14	1/4	1/4	9/8	3	1	1/8		1/8	1		2	50		381
14	14	1/4	1/4	9/8	2	1	1/8		1/8	1		-1	65		372
14	14	1/4	1/4	9/8	1	1	1/8		1/8	1		3	69		363
14	14	3/8	3/8	9/8	3	1	1/8		1/8	1		-1	53		382
14	14	3/8	3/8	9/8	2	1	1/8		1/8	1		2	62		373
14	14	3/8	3/8	9/8	1	1	1/8		1/8	1		3	69		364
14	14	1/2	1/2	9/8	3	1	1/8		1/8	1		-1	53		383
14	14	1/2	1/2	9/8	2	1	1/8		1/8	1		2	62		374
14	14	1/2	1/2	9/8	1	1	1/8		1/8	1		3	69		365
14	14	5/8	5/8	9/8	3	1	1/8		1/8	1		-1	53		384
14	14	5/8	5/8	9/8	2	1	1/8		1/8	1		2	62		375
14	14	5/8	5/8	9/8	1	1	1/8		1/8	1		3	69		366
14	14	3/4	3/4	9/8	3	1	1/8		1/8	1		4	52		385
14	14	3/4	3/4	9/8	4	1	3/8		1/4	3/2	0	3	57		389
14	14	3/4	3/4	9/8	2	1	1/8		1/8	1		1	67		376
14	14	3/4	3/4	9/8	1	1	1/8		1/8	1		7	73		367
14	14	7/8	7/8	9/8	3	1	1/8		1/8	1		4	52		386
14	14	7/8	7/8	9/8	2	1	1/8		1/8	1		1	67		377
14	14	7/8	7/8	9/8	1	1	1/8		1/8	1		7	73		368
